,ID,Center_x,Center_y,Width,Height,Orientation,Area,Mean_Intensity,Min_Intensity,Max_Intensity,Magnitudo,Eccentricity,Weighted_centroid_x,Weighted_centroid_y,Variance_x,Variance_y,Covariance,Intensity_x,mean_x,sigma_x,RMS_x,Intensity_y,mean_y,sigma_y,RMS_y,type_name,type_SDSS,type_ID,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,psf-cM_Mag_u,psf-cM_Mag_g,psf-cM_Mag_r,psf-cM_Mag_i,psf-cM_Mag_z
100,101,672.5956492029851,1358.1302692305258,14.174722288128185,7.961936463993088,0.562169644101605,79.0,27.72364734931009,0.0,0.05348117647058824,16.392874085269938,0.43830035593279437,672.6960382075489,1358.270527340085,5.5172109952545725,4.499694108264521,0.017035424360074103,1.5916631960547423,6.523358732039962,3.193296402797466,0.003305523616349421,1.8069936194617349,7.062363684695806,3.5571679684052824,0.005376691647366708,3.0,GALAXY,0.0,23.05331,21.21147,20.7424,20.46581,20.33453,0.4273261,0.0417328,0.04028804,0.04024008,0.1309468,21.55637,19.65553,19.30056,18.8977,18.14719,0.3167012,0.02818606,0.02616832,0.02931354,0.09016629,22.11095,19.7449,19.34336,19.01497,18.23934,1.194722,0.05512897,0.04808558,0.06794006,0.1417705,1.4969399999999986,1.5559399999999997,1.4418399999999991,1.5681100000000008,2.1873400000000025
121,122,812.559597862391,816.3242997496407,52.98637260241582,33.789400412773155,0.7116515249338891,1477.0,30.4773246866081,0.0,0.6693611764705883,16.290057895565088,0.3623001773246016,812.9925312521151,816.1155538734519,76.0942045787815,91.45069448370486,31.66043408832047,12.327160638223502,25.509208705318805,8.628109565897265,0.09060301224846233,9.928285051776546,26.719692392815542,6.799649744968887,0.1031831828913501,3.0,GALAXY,0.0,20.70204,18.96845,18.18932,17.69551,17.36213,0.06271567,0.01747307,0.02224731,0.01552276,0.01925145,18.37047,16.76744,15.99783,15.59484,15.20569,0.03986129,0.005025202,0.003938649,0.003756977,0.008577046,18.53231,16.91829,16.13574,15.73329,15.42461,0.08863394,0.008346519,0.006680075,0.006933544,0.0219988,2.3315699999999993,2.20101,2.191489999999998,2.100669999999999,2.15644
72,73,508.4503749813791,520.6152200430778,4.4869226435736325,6.3944659659052,-0.2923493970533101,22.0,25.464293898039212,0.0,0.03130509803921569,16.485170904790277,0.2983115920082211,508.293640581385,520.5377555391392,1.3574578885745723,1.5491896367166191,0.02143879112554714,-0.9826845649757296,4.852485190436962,-2.214325961332271,0.0013202987089620548,-0.7830445371692785,4.690713416189432,-1.8491708296389666,0.001270255121106596,3.0,GALAXY,0.0,22.60152,21.79801,21.24964,21.01775,21.27177,0.296608,0.06300374,0.05580387,0.06134721,0.2870159,20.44393,21.37719,20.81628,20.56067,19.55037,0.2530833,0.06099433,0.08500229,0.06001476,0.250686,21.78956,21.40288,20.8571,20.63826,20.20814,0.4149837,0.1550163,0.1078426,0.1320418,0.382632,2.157589999999999,0.42082000000000264,0.4333600000000004,0.45708000000000126,1.7213999999999992
43,44,333.8288134267444,916.8257989982831,12.790579622830748,10.3633041714089,-0.045537125182979414,110.0,33.260522248366016,0.0,0.03722156862745098,16.195177339700233,0.18977055950531307,333.82544303690185,916.6797287879249,4.973735497056623,8.332006278913468,-0.2882294646697119,2.823443101352309,8.143778938144438,3.844517423426809,0.009938583394330687,2.2232283202639955,7.603391444570701,2.5794667781255813,0.006041738302204306,3.0,GALAXY,0.0,24.19378,21.95998,20.21144,19.55189,19.16012,0.87672,0.0719118,0.03338872,0.02755881,0.05270054,21.06544,20.30564,18.77868,18.23532,17.6317,0.7402833,0.05703473,0.01925165,0.01528199,0.04049757,21.64798,20.61658,18.97619,18.3577,17.97513,0.7008181,0.140313,0.0754713,0.04937673,0.1314166,3.1283400000000015,1.6543400000000013,1.4327599999999983,1.3165699999999987,1.5284200000000006
172,173,1135.2142857142858,332.5,6.0,5.890150893739514,-0.0,28.0,37.690701301960786,0.0,0.026305098039215685,16.059414454151383,0.01830818437674775,1135.2095749289244,332.3725062712244,1.798523157602176,1.8033756461227313,0.07445982017088681,1.3041813127702233,4.713236842332726,2.153421499148008,0.0026226758054636507,1.3251246257006621,4.790360405296501,2.3088531482776893,0.0010998488431660334,3.0,GALAXY,0.0,23.95169,22.72145,20.98629,20.06893,19.58549,0.7825069,0.1345108,0.04600173,0.03077478,0.06963646,22.55565,22.50035,20.23947,19.27675,18.10722,0.6773056,0.1473678,0.04202111,0.03123402,0.0605423,22.48654,22.02889,20.21301,19.31503,18.39198,1.227332,0.6557636,0.1063705,0.0721317,0.1875856,1.3960399999999993,0.22109999999999985,0.7468199999999996,0.7921800000000019,1.4782699999999984
1,2,24.994211285557835,804.3903933073411,17.30080323894043,18.112000017710972,-0.05866902931643161,260.0,55.15014758426247,0.0,0.04822117647058824,15.646133302576928,0.04478780797136195,24.983573880636815,804.4606018895761,10.924637793816146,9.739389199065045,-0.10588148357055616,7.886272016853289,11.013056939693174,3.2612144696439596,0.01969672972506137,8.313383959362636,11.45733481421579,3.5701544200089934,0.029160995867322386,3.0,GALAXY,0.0,23.28881,23.86131,23.16848,22.04288,21.34114,0.526477,0.3441769,0.2608746,0.146293,0.3024984,22.87758,23.10296,22.24325,21.80797,19.86754,0.5492918,0.3825282,0.292439,0.1461227,0.2433527,23.57378,23.60912,22.5105,22.35383,20.31002,1.20317,0.5227587,0.3595712,0.438408,0.3099747,0.4112300000000033,0.7583500000000001,0.9252299999999991,0.23490999999999929,1.4735999999999976
129,130,845.8634928676574,1099.6294959881864,16.9074559088023,10.288155865368218,0.20281410754346982,144.0,42.76661709803921,0.0,0.045860392156862745,15.922237754283143,0.39150183677178585,845.9237882325751,1099.6764477650747,4.5549459453905,13.892751208506525,1.4357401208253577,4.814829223825424,9.96396221469486,5.078877778298299,0.06244844333745722,2.306311770095853,7.200910641150801,2.580186957465768,0.003603927525276434,3.0,GALAXY,0.0,21.14003,20.43376,19.65538,19.32698,19.13016,0.0903663,0.02638027,0.0261598,0.02108879,0.04878201,20.28794,19.41965,18.51331,18.11817,17.84478,0.07581348,0.0178441,0.01260616,0.01285772,0.03826107,20.36076,19.43537,18.54647,18.16369,17.85671,0.2285184,0.03657523,0.02819118,0.02946314,0.08964903,0.8520900000000005,1.0141099999999987,1.1420700000000004,1.2088099999999997,1.28538
111,112,739.5581966416819,883.5219699542382,10.938885701442574,15.840463997309238,0.38019667877871544,144.0,34.22637252525253,0.0,0.04617294117647059,16.164097817576497,0.3094340100579931,739.5143767302417,883.6094524422087,10.685610544285737,6.286333219963126,-2.289884346886538,2.7910519167633847,8.399448896903476,2.8380145159347627,0.0033721785393831657,3.487949856146922,10.202649453616448,3.847735264228275,0.00863424985930877,3.0,GALAXY,0.0,22.51782,21.29733,19.86389,19.24301,18.91422,0.274037,0.04421407,0.02757335,0.02041081,0.04163316,22.42725,20.26527,18.70314,18.14729,17.67849,0.3044553,0.03333767,0.01446384,0.01243878,0.03308708,22.75145,20.26901,18.76923,18.22862,17.80937,1.636682,0.06900194,0.0289079,0.02624831,0.0762035,0.0905699999999996,1.0320599999999978,1.1607500000000002,1.09572,1.2357300000000002
180,181,1189.7567567567567,11.243243243243244,6.978627499897302,6.738353315566452,0.013707783890401906,37.0,39.92682527233116,0.0,0.045079607843137255,15.996838051932267,0.03443000566148369,1189.626033392132,11.316041382941316,1.9993794846814126,1.76860608886156,-0.006256785427467548,1.6823964870449397,5.918361720050847,1.708608213527613,0.001889040401935006,1.8207452719668809,5.085529638748198,1.8568034296833145,0.0006033957844361762,3.0,GALAXY,0.0,24.20603,22.64972,21.5195,20.84604,20.98015,0.8866987,0.1223808,0.06946667,0.05382847,0.2276735,21.47725,22.35875,21.00194,20.5069,19.78574,0.5670942,0.1292073,0.06224328,0.05096468,0.2078523,21.67526,21.58749,20.70405,20.37912,20.43704,1.147987,0.2960337,0.3213805,0.2783053,0.827323,2.728779999999997,0.29096999999999795,0.5175599999999996,0.3391399999999969,1.1944099999999978
53,54,403.84352289571353,1287.2408773135762,12.118186528092103,10.844543598100179,-0.033686031877074474,106.0,29.720804392156865,0.0,0.03419372549019608,16.317348601482266,0.1051017763292712,403.8813771036153,1287.311227738459,7.176655227027368,5.777304966934025,-1.241803459764924,2.0359913826937097,8.070518304484265,3.252486361358135,0.007097023972368473,2.4337608583504022,8.702523420541466,3.4634011793666377,0.002406685693215483,3.0,GALAXY,0.0,23.04284,21.3905,20.39672,19.9102,19.7585,0.6024991,0.0508897,0.03295725,0.02822276,0.08147173,22.43948,20.10992,19.19162,18.6454,18.57049,0.4554485,0.03316389,0.02158482,0.01990115,0.06310086,22.52378,20.20831,19.24271,18.77355,18.67703,1.90541,0.07189778,0.04406552,0.04348515,0.1703178,0.6033600000000021,1.2805800000000005,1.205099999999998,1.264800000000001,1.188010000000002
