,ID,Center_x,Center_y,Width,Height,Orientation,RA,Dec,Area,Mean_Intensity,Min_Intensity,Max_Intensity,Magnitudo,Eccentricity,Weighted_centroid_x,Weighted_centroid_y,Variance_x,Variance_y,Covariance,Intensity_x,mean_x,sigma_x,RMS_x,Intensity_y,mean_y,sigma_y,RMS_y,type_name,type_SDSS,type_ID,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,psf-cM_Mag_u,psf-cM_Mag_g,psf-cM_Mag_r,psf-cM_Mag_i,psf-cM_Mag_z
216,217,1335.0000004323506,1146.4999998790818,4.42020330053472,12.194311171506536,0.2653646754358222,238.41465237410517,33.18976782314068,26.0,10.359004862745099,0.0,0.0629156862745098,17.461704907658593,0.6375192302076846,1334.8480259350704,1146.5329252444428,1.5591049601789564,2.1028697651345283,-0.23345468984916806,0.28993956926546993,5.862720341875408,2.3158572356932523,0.0006504363049740509,-0.3651007655451317,4.421221757612099,-2.8931260166446315,0.0008402507296742348,3.0,GALAXY,0.0,24.51221,22.95218,22.72505,22.63648,22.65864,0.792865,0.1414032,0.1652461,0.2313859,0.6520631,22.17731,22.25632,22.38184,21.66727,20.10446,1.072097,0.1729432,0.2588076,0.2150835,0.6634633,23.97214,22.38868,22.42798,21.83032,20.74944,2.191171,0.2557928,0.335745,0.2796285,0.5018906,2.334900000000001,0.6958599999999997,0.3432099999999991,0.9692100000000003,2.554179999999999
71,72,535.8560855995073,996.1048751140572,39.56604779416857,32.15500786933422,0.15569968993495384,238.31825305999197,33.22845572333733,1040.0,25.117477647058827,0.0,0.05400901960784314,16.500059938906112,0.18730806684024226,534.8572000943321,996.0559012881542,46.74351674038917,73.19206806994043,2.103118078201078,7.2062276953156985,24.292829298709368,9.771950305814011,0.03465067286097408,5.809124442798335,16.406761489247874,6.851304911153703,0.046679147942806136,3.0,GALAXY,0.0,21.30536,20.19099,19.7349,19.49967,19.1963,0.09744459,0.02146829,0.01917383,0.02352594,0.05539751,18.74422,17.61066,17.08733,16.83846,16.70316,0.04973847,0.007469947,0.007286004,0.008688899,0.03262172,18.81194,17.7011,17.14693,16.95597,16.97495,0.09679763,0.01627744,0.01463319,0.02090527,0.09240488,2.5611400000000017,2.58033,2.647569999999998,2.661209999999997,2.4931400000000004
50,51,398.3997951103405,1103.859303594868,16.097192363595127,7.373619283242344,0.43641611201113145,238.31204548698807,33.246953865589525,98.0,25.55768629940866,0.0,0.039393333333333336,16.48119616197277,0.5419313432621782,398.42552424559494,1103.9778247244406,4.07946064331918,12.849360498134047,4.262076140730642,2.284347172370203,9.183631325340995,3.748880498128406,0.004303762778144042,1.3179962166879076,6.548322913545292,2.428091603266467,0.0028261302888493833,3.0,GALAXY,0.0,22.69954,21.54698,20.74783,20.35156,20.05939,0.2712884,0.04535171,0.03390101,0.03741284,0.1119737,20.08659,20.04212,19.38857,18.80676,17.98721,0.1772347,0.02985393,0.0235674,0.02481997,0.08270156,21.14446,20.09922,19.45622,18.8213,18.82587,0.4045915,0.06652896,0.05287614,0.0592984,0.250437,2.612949999999998,1.5048600000000008,1.359259999999999,1.5447999999999986,2.0721799999999995
78,79,559.0570676598626,451.52285457570014,8.029431826057001,9.415283873811424,0.5427578714476907,238.27842375305164,33.17864444625629,63.0,22.00024022408964,0.0,0.04209294117647059,16.643931442555058,0.1471917433747446,558.919457909194,451.55210207177635,4.376023309363518,3.757378400390735,-0.7106580513936933,-1.147548281236609,5.910305553816695,-2.811426953104462,0.007900323167483474,1.14059821579583,6.430707329903943,3.118379519595012,0.004420456700304188,3.0,GALAXY,0.0,24.30886,21.78226,21.23737,21.1907,21.10519,0.4538331,0.05386775,0.04791981,0.06777191,0.2710767,24.4833,20.09871,19.43749,19.515,19.09969,0.791954,0.03810102,0.03595033,0.05002809,0.1693614,25.26688,20.32859,19.59905,19.63675,19.34405,6.401159,0.1236591,0.09057623,0.165447,0.5868281,-0.1744400000000006,1.6835500000000003,1.7998799999999981,1.675699999999999,2.0055000000000014
126,127,841.1864727608864,790.7719536869307,13.301793624671784,29.192535494062422,-0.7141866514209944,238.33467517093942,33.190381653982385,322.0,29.34606411886494,0.0,0.08547529411764705,16.33112534473603,0.544342641036532,841.1207865565326,790.7136858104035,26.322277825907804,21.587587305810302,17.154736404656433,3.779753329957194,13.437477797907087,3.673215788465527,0.007963870761404165,4.4208972336290575,13.056828743673602,4.196661514203449,0.004340486125589337,3.0,GALAXY,0.0,21.21193,20.1333,19.66826,19.35286,19.12046,0.08345135,0.02039815,0.01860728,0.02172875,0.05203979,19.61093,18.49471,17.89198,17.51589,17.29721,0.06352217,0.009720451,0.009050583,0.009582359,0.03996855,19.65621,18.49164,17.9071,17.53927,17.35001,0.1306219,0.01933018,0.01855531,0.02091481,0.08171572,1.600999999999999,1.638589999999997,1.7762799999999999,1.8369700000000009,1.8232500000000016
88,89,626.8227508473858,1243.0437586191877,12.902656794488585,16.64094998991342,0.5337151312198243,238.34709272749853,33.24443403769881,178.0,33.58426998319328,0.0,0.05490274509803922,16.1846602186601,0.22464421788964728,626.6954486553377,1243.2126784903276,11.808272288006265,9.101984431268647,-2.4438968100585043,3.020572533789277,10.098122856386082,3.3054562234655767,0.004923546960849884,3.876402580626614,10.224915805502299,4.4857198793347735,0.00929729977885252,3.0,GALAXY,0.0,21.34052,20.40053,20.00082,19.79309,19.6298,0.0917177,0.0225025,0.021402,0.02591157,0.07695653,19.54364,19.02718,18.58506,18.23813,18.03045,0.07051306,0.01288014,0.01266236,0.01493552,0.0526812,19.78892,19.06892,18.59189,18.2666,18.15838,0.1129205,0.02400582,0.02373514,0.03003224,0.127611,1.7968800000000016,1.3733499999999985,1.4157600000000023,1.5549599999999977,1.5993500000000012
121,122,807.2691303515431,113.17000011301229,5.426637847456995,4.960229289628418,0.16611279418210262,238.27848071193986,33.132490664699404,34.0,13.917610108932461,0.0,0.02200980392156863,17.141088335235313,0.08594797938232468,807.5221074531273,113.16917044333539,2.722341417334974,2.119214977927186,0.9214291465905262,-0.530971927425885,5.709649829467036,-2.080197962059871,0.0011609440073053693,-2.6265356953762575,1.6161163409504091,-0.0378465340005545,0.04071341850565167,3.0,GALAXY,0.0,23.62779,22.48512,21.90291,21.84537,21.80611,0.5537347,0.09581951,0.08193208,0.1174389,0.4632998,23.71387,21.5244,20.58637,19.80927,20.24762,0.6282815,0.08342418,0.08460925,0.09883266,0.3896911,26.8294,21.6169,20.72998,20.01746,19.69911,1.467073,0.2555235,0.1651529,0.2188966,0.5550373,-0.08607999999999905,0.9607199999999985,1.3165399999999998,2.0360999999999976,1.558489999999999
3,4,36.10411121070398,968.19340461421,9.168472533904492,8.508938921635304,-0.5510763866900981,238.26306216620253,33.25847961091476,65.0,27.180793725490197,0.0,0.040973333333333334,16.41434466319871,0.07193494988726523,36.07128751355047,968.2166655319136,3.574538789079952,3.6112578705651686,-0.32900689286907436,1.5093590919274533,6.910243949565489,2.166255714918343,0.004887397964342068,1.5241066115307056,6.677323712776902,2.225597637287088,0.00362530666701954,3.0,GALAXY,0.0,22.38773,21.24194,20.71786,20.41708,20.18571,0.2103206,0.03592758,0.03296551,0.03762905,0.1248384,20.08157,20.20957,19.73399,19.56234,18.64547,0.1733347,0.02995472,0.03190554,0.03251467,0.1115242,20.6514,20.36972,19.85957,19.71704,18.90698,0.2133547,0.06716472,0.05113334,0.106211,0.2202514,2.306160000000002,1.0323700000000002,0.9838700000000031,0.8547399999999996,1.5402400000000007
191,192,1247.5970291957426,741.4791685190478,5.710942695177458,19.971777573675762,0.4031482844789222,238.37391216924277,33.15955982325854,53.0,26.01068638655462,0.0,0.036640392156862746,16.46212046803397,0.7140493541894393,1247.217687911389,741.7141034817298,3.379229731624946,2.9025804409757257,0.021764927310869098,1.3314629131411013,6.361991308463247,2.629555827317358,0.0077276519918442,1.482582188704718,6.714469563926473,2.7463442972102765,0.001339828152301646,3.0,GALAXY,0.0,23.64931,22.73621,21.19474,20.2899,19.78898,0.5618255,0.1185062,0.04652123,0.03542514,0.08743504,22.59868,21.34985,19.94767,19.04147,18.38617,0.4836653,0.1126681,0.04127631,0.02745399,0.07513411,23.63131,21.45149,20.16016,19.26454,18.58241,3.304162,0.2127306,0.1040689,0.08013713,0.1964365,1.0506299999999982,1.3863599999999998,1.2470700000000008,1.248429999999999,1.4028099999999988
151,152,1002.9818357623734,42.28310486436041,16.274145725047614,6.948966282963476,-0.12670807488570507,238.29371873119908,33.11347600616336,74.0,18.237470675381264,0.0,0.06274941176470589,16.847588483535173,0.573005772446274,1003.0393565839838,42.45699917876764,2.746741773793474,4.372171632900972,-0.47234026282967534,1.1877604287045282,7.431337812614896,2.881530949375062,0.005844024613889728,1.0087759369377995,7.069668546274468,1.9192152368179016,0.0018019778317789584,3.0,GALAXY,0.0,22.74277,21.81284,21.12406,20.77595,20.44982,0.2868738,0.05610163,0.04372224,0.04870529,0.1496777,22.72657,21.02814,20.64593,20.0353,19.09376,0.3225349,0.06422457,0.04672807,0.04146138,0.1330676,24.32334,21.27896,20.75098,19.93018,19.91424,2.228693,0.08802979,0.08564264,0.07092877,0.320606,0.016200000000001324,0.7847000000000008,0.47813000000000017,0.7406500000000023,1.3560599999999994
