,ra,dec,type,type_name,type_label,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z
0,233.029835704859,12.8588331005079,6,STAR,1,23.5417,24.17898,24.89963,22.05549,23.30398,0.6438458,0.4495191,0.6936685,0.2814776,0.6302745,22.94939,21.43871,24.95819,22.07284,23.27637,0.774303,0.4476987,0.7434385,0.1911468,0.7020977,23.11145,23.82751,24.77294,22.70535,22.85208,0.7267685,0.5844126,1.255839,0.6354598,1.369142
1,233.041991774832,12.935752917621,3,GALAXY,0,25.57849,24.65418,22.34585,21.3856,21.23107,0.677462,0.5823212,0.1481927,0.1020634,0.2769562,25.62016,21.47763,22.26818,21.19046,20.94961,0.7254807,0.5079903,0.2059734,0.108484,0.4812319,25.26905,23.76427,22.51088,21.30526,21.01778,1.480921,0.5713197,0.3189704,0.2096328,0.5302945
2,233.0432271308,12.9950452976733,6,STAR,1,15.70354,14.47167,14.03941,13.90802,13.83732,0.02211302,0.01394689,0.01721669,0.01818858,0.01885249,15.70009,14.44619,14.05175,13.8911,13.85614,0.004956026,0.003026949,0.003499646,0.003582671,0.004199485,15.76505,14.50807,14.09349,13.95352,13.91447,0.00405983,0.001062963,0.0009186694,0.0009823455,0.001975403
3,233.049516386433,12.9530988341866,3,GALAXY,0,24.70425,23.39051,22.51972,22.6034,21.87778,0.9645274,0.2519895,0.1715485,0.292891,0.4958703,24.89758,21.84378,21.47368,20.72645,20.30954,0.9507608,0.3003061,0.2100869,0.261298,0.4435236,24.6588,22.71431,22.10733,21.40295,20.51323,2.421089,0.907585,0.8951101,0.386182,0.9081998
4,233.05059060158,12.8307779459403,6,STAR,1,21.66212,24.81565,24.82457,25.14034,22.36067,0.2140266,0.5911819,0.6968018,0.5847692,0.6479737,21.76715,24.83513,21.63853,25.30495,18.94334,0.1756446,0.8752433,0.9201563,0.5720869,0.5619168,21.87149,25.92501,22.94665,25.11796,21.15785,0.3197304,1.360054,0.5839977,1.515179,1.084787
5,233.054614010711,12.8798167356186,3,GALAXY,0,25.05525,22.74664,21.55677,21.28518,20.37358,0.9123409,0.1328637,0.0762609,0.09313437,0.1492503,25.36329,22.43572,20.99801,20.78355,20.01497,0.7782469,0.1756119,0.06962704,0.09496943,0.1924498,24.93381,22.65603,20.9907,20.74561,20.07796,5.395319,0.4730524,0.1535624,0.2061018,0.4648307
6,233.058104880606,12.8710241003098,3,GALAXY,0,25.74825,24.96755,23.9382,22.77371,21.22296,0.6143308,0.6153374,0.5263252,0.353521,0.3145484,25.78119,24.61297,21.93855,22.23696,21.21666,1.064132,3.1623,0.8761602,0.4312557,0.4736621,24.59603,24.18935,22.52958,22.30556,21.32231,4.182563,1.932166,0.8199466,1.188628,1.770484
7,233.068251071349,12.8627262665029,3,GALAXY,0,24.24075,23.36551,22.06454,21.27828,20.99613,0.9318191,0.2435277,0.1169954,0.09233496,0.2564787,23.2382,22.40351,21.99688,20.98088,20.80945,1.78157,0.2970841,0.1399014,0.09525192,0.3135705,24.6362,22.97211,22.39659,21.13337,21.04443,2.048939,0.3631311,0.3929375,0.20699,0.6770659
8,233.070112189974,12.8670022146393,3,GALAXY,0,23.4488,22.40328,22.0151,22.45888,23.20851,0.6063395,0.1403912,0.1120935,0.2563917,0.6601765,23.56431,21.02406,20.61415,21.90024,23.12353,1.31956,0.09888576,0.122527,0.4382797,2.20201,26.67732,21.07552,20.8359,22.99747,23.28108,1.541582,0.1620229,0.1358621,2.485239,4.180434
9,233.073837491676,12.9518940559368,6,STAR,1,24.70709,25.77739,24.93136,24.76071,20.7273,0.9686676,0.5206658,0.6840166,0.7106614,1.041421,24.91111,25.78906,27.92134,24.79165,20.82079,0.9563878,0.6405317,1.236163,0.9138725,0.2298189,24.9567,25.42805,24.80682,24.31889,22.82992,0.9185334,0.5987564,0.7853011,0.8917138,0.8558224
