,ID,Center_x,Center_y,Width,Height,Orientation,RA,Dec,Area,Mean_Intensity,Min_Intensity,Max_Intensity,Magnitudo,Eccentricity,Weighted_centroid_x,Weighted_centroid_y,Variance_x,Variance_y,Covariance,Intensity_x,mean_x,sigma_x,RMS_x,Intensity_y,mean_y,sigma_y,RMS_y,type_name,type_SDSS,type_ID,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,psf-cM_Mag_u,psf-cM_Mag_g,psf-cM_Mag_r,psf-cM_Mag_i,psf-cM_Mag_z
1,2,10.52525832390194,1084.8295543156273,11.482171360649678,9.015966409552187,0.4121542720269784,237.20983000157105,34.16777919924806,86.0,7.07473122440087,0.0,0.05116588235294117,17.87572513685082,0.2147855900800587,10.059339598030673,1084.6100458235835,5.310911377536343,6.314645807491615,1.3428749479735416,0.6926370186929802,6.567169362400548,5.071486737886598,0.0034681016918154265,0.30811748984857307,4.646056044164361,2.2289774917342533,0.00236469976437923,3.0,GALAXY,0.0,24.4193,23.2924,23.88296,23.08033,22.12805,0.7570968,0.1653959,0.295576,0.2925283,0.4187846,23.18295,22.41476,20.6787,21.58469,21.64069,1.758336,0.2027073,0.5750438,0.307741,0.5141826,23.68647,22.46369,22.15578,21.91357,24.5109,2.198595,0.3204884,0.4022016,0.4785126,1.030655,1.236349999999998,0.8776399999999995,3.2042600000000014,1.4956400000000016,0.48736000000000246
2,3,11.999998352223567,261.76019127000836,8.06415210288884,7.1210619414312735,3.929295212530041e-05,237.14633331327266,34.09410802349004,48.0,11.61496380952381,0.0,0.018676470588235294,17.337455347644426,0.11694845898550466,11.479941037860659,261.43021636449527,2.8700883285048917,2.5969252315262565,-0.07439328972805015,0.5213010628315707,5.971484656653505,1.862259297210981,0.0007794747755587271,-0.5727806573055074,4.315527320564184,-2.1093325876710094,0.0050316843338702,3.0,GALAXY,0.0,22.69034,23.3892,22.72466,22.01672,21.66587,0.2636738,0.9989706,0.1576451,0.1284271,0.3170463,22.03614,23.33624,21.8523,21.15014,20.78954,0.2925601,0.1916647,0.1732531,0.1210673,0.2842366,26.35938,24.99252,22.50251,21.06547,24.09929,1.30404,1.835943,0.5716828,0.2285757,1.520829,0.6541999999999994,0.052959999999998786,0.8723600000000005,0.866579999999999,0.8763300000000029
3,4,18.5,1022.5,6.324555320336759,6.324555320336759,0.013707783890401887,237.20586730250906,34.16169738190566,32.0,9.461988894117647,0.0,0.036916078431372554,17.56004391508617,0.0,18.296316628624865,1022.0713067238548,1.2812076788674744,1.4793103261617944,-0.026593432543450035,-0.41871453688501026,4.570189536212805,-1.9981111484640324,0.000622063809807976,-0.3200272516610262,4.955665767959582,-1.215950844299083,0.0006562998360740005,3.0,GALAXY,0.0,23.03191,23.29747,23.25498,22.83829,23.04367,0.3488578,0.1661265,0.2688437,0.2427604,0.4930825,21.7932,23.15112,22.65933,22.70619,19.38535,0.378445,0.2231608,0.277901,0.2809769,0.5451558,21.97738,23.54041,23.64368,24.4942,22.35594,0.5340173,0.821613,1.423332,2.286122,2.323331,1.238710000000001,0.14635000000000176,0.5956499999999991,0.13210000000000122,3.65832
4,5,23.15246058623971,1150.0303269397834,13.164176715580101,11.652848261199752,-0.48563903520580065,237.21624191678762,34.17279686097761,127.0,10.488062174688057,0.0,0.03722156862745098,17.448261866880955,0.11480615058833554,22.655818252234052,1149.6390354304185,4.692238944610267,5.999232847243547,-0.6161135086331342,1.0527133647444347,8.283881674425224,2.5658596644664464,0.0013911964054107691,0.8461597162398629,7.073862727190931,2.2358515259429828,0.0013366314212320146,3.0,GALAXY,0.0,24.4193,23.2924,23.88296,23.08033,22.12805,0.7570968,0.1653959,0.295576,0.2925283,0.4187846,23.18295,22.41476,20.6787,21.58469,21.64069,1.758336,0.2027073,0.5750438,0.307741,0.5141826,23.68647,22.46369,22.15578,21.91357,24.5109,2.198595,0.3204884,0.4022016,0.4785126,1.030655,1.236349999999998,0.8776399999999995,3.2042600000000014,1.4956400000000016,0.48736000000000246
5,6,26.01211495122901,250.11945485977873,9.65002670312125,11.08372902151607,-0.027670139422394734,237.14694732565013,34.092169825291,89.0,15.596697934640524,0.0,0.036388235294117645,17.0174183471525,0.1293519821363075,25.756684713081096,249.77856815798168,3.4600611870263265,2.4925228633655934,0.1859394970415451,-1.3132037109637864,6.12909133010992,-1.4066996969037475,0.0014120232030523105,1.5679939347671425,7.240166435833254,1.6771575849516134,0.0057225824086599405,3.0,GALAXY,0.0,22.69034,23.3892,22.72466,22.01672,21.66587,0.2636738,0.9989706,0.1576451,0.1284271,0.3170463,22.03614,23.33624,21.8523,21.15014,20.78954,0.2925601,0.1916647,0.1732531,0.1210673,0.2842366,26.35938,24.99252,22.50251,21.06547,24.09929,1.30404,1.835943,0.5716828,0.2285757,1.520829,0.6541999999999994,0.052959999999998786,0.8723600000000005,0.866579999999999,0.8763300000000029
6,7,31.432311137074787,560.4527906059166,6.401038484204701,5.767211322741217,-0.21452146464618768,237.17152062308435,34.119567933907554,31.0,13.731679372549019,0.0036537254901960786,0.5584035294117647,17.155690864185914,0.0990194267738782,30.896916337622738,559.8785623739454,1.416534322518146,1.1974604917922989,-0.07242080037030973,-0.4697389508122482,4.249453023573657,-1.1974730769547905,0.0002121770696738333,-0.5247996566575688,4.1460825361385405,-1.3759419483114845,0.0006552943907524929,6.0,STAR,1.0,24.19487,24.193,22.3028,21.23573,20.86863,0.7109016,0.33696,0.1122711,0.06778296,0.1714277,22.27878,24.2032,22.20253,21.11975,20.91836,1.546024,0.3855459,0.1259416,0.06484782,0.1879589,24.31002,24.77832,22.08332,21.05005,21.02393,2.834216,1.479026,0.3138859,0.2853045,0.8402076,1.9160900000000005,-0.010199999999997544,0.10027000000000186,0.11598000000000042,-0.049730000000000274
8,9,36.688162835117005,544.6880959626468,12.634389038178865,13.223319392676785,-0.772323157071869,237.1708694600415,34.11782190159378,138.0,26.68356740740741,0.0,0.04774941176470589,16.434390271804254,0.04453725551120513,36.05462187348292,544.2487418847751,4.087102264777059,3.718824205803685,0.47254765543038957,3.2454608072075333,7.666273300122843,1.7508233702773954,0.0033047984154613774,3.4967867201754075,7.340263460839124,1.8800630504985125,0.004003600056782743,6.0,STAR,1.0,21.42341,19.63164,18.97603,18.68019,18.48538,0.095618,0.01895761,0.01483974,0.01759036,0.03488008,21.35587,19.63584,18.97387,18.66133,18.5072,0.1140728,0.01233966,0.01053155,0.01068884,0.02784953,21.3373,19.69385,19.01928,18.67633,18.51533,0.1600329,0.01589014,0.01376768,0.01480799,0.0518953,0.06754000000000104,-0.00420000000000087,0.0021599999999999397,0.0188600000000001,-0.021820000000001727
9,10,34.61538461538461,903.9230769230769,5.991851683006863,5.528042318071225,0.018238188386670105,237.19843217136398,34.150066361355364,26.0,9.115097850980392,0.0,0.07581137254901962,17.600596662033556,0.0774066831879402,34.514356725006,903.3193144862677,1.333762691288257,1.2709757399279624,-0.16200680791735067,-0.2896703854907813,4.699922429852976,-1.2097537297738816,0.0011986252075428328,-0.44100198653079115,4.816173471120666,-1.9587674693388368,0.0029387697531650407,3.0,GALAXY,0.0,22.9742,23.08904,22.38792,22.66416,22.69869,0.3326732,0.1401418,0.1182616,0.2107716,0.5015871,22.55525,23.11115,22.07916,21.54751,22.55224,0.3748337,0.150827,0.2080807,0.2084917,0.7141511,22.67693,22.88397,22.28776,21.73324,24.37895,0.5855185,0.2785353,0.2634308,0.3185455,0.7477606,0.4189499999999988,-0.022109999999997854,0.3087599999999995,1.11665,0.14644999999999797
10,11,37.967526390574,1275.3636017829613,15.470857099916513,12.323176113697327,-0.3980318548823052,237.2275473874392,34.183047580270916,158.0,12.503510289449114,0.0,0.03467607843137255,17.25742011041579,0.2034587331451838,37.53645573581035,1275.1692507522475,6.462508613695263,9.339060632279143,-1.3549122081385576,-1.182225680218463,9.671856682934843,-2.6995251324273446,0.004927264675768272,1.124301566728071,8.152018116948394,2.6052468361044596,0.002874306871272651,3.0,GALAXY,0.0,22.77366,22.83861,21.47563,20.73538,20.26957,0.285744,0.1138334,0.05555715,0.04343805,0.1038157,21.09504,21.39549,20.12161,19.51392,19.37836,0.1779187,0.1107184,0.04473795,0.03283455,0.1074295,21.4966,21.45074,20.17152,19.51404,19.61035,0.5016013,0.1724565,0.1123384,0.07832946,0.3585274,1.6786199999999987,1.4431200000000004,1.3540199999999984,1.2214600000000004,0.891210000000001
11,12,37.786142601184395,1319.6441656605123,10.518696913873017,7.867813771576657,0.03282841195667063,237.23095702966177,34.18701616449236,64.0,15.404925490196078,0.0,0.034958823529411764,17.030850994791642,0.25201630620235227,37.359313883395046,1319.1823478474714,2.343167614996446,1.9034873165655881,0.28151696360873757,-1.0349729016469345,5.540745410030518,-1.2441991622804405,0.002329653958422615,-1.2121804636800662,5.700551543642493,-1.4497015939232873,0.002793185487375407,6.0,STAR,1.0,24.51491,21.85144,21.00079,20.75998,20.37897,0.7698704,0.05234835,0.03866455,0.0442276,0.1133677,28.25033,21.78119,21.00883,20.73746,20.24636,1.865613,0.09448292,0.04294592,0.05437509,0.1171713,24.54751,21.83201,21.15775,20.78983,21.61859,1.320325,0.08086184,0.07676899,0.07532616,1.15875,-3.7354200000000013,0.07025000000000148,-0.008040000000001157,0.022520000000000095,0.13260999999999967
