,ID,Center_x,Center_y,Width,Height,Orientation,RA,Dec,Area,Mean_Intensity,Min_Intensity,Max_Intensity,Magnitudo,Eccentricity,Weighted_centroid_x,Weighted_centroid_y,Variance_x,Variance_y,Covariance,Intensity_x,mean_x,sigma_x,RMS_x,Intensity_y,mean_y,sigma_y,RMS_y,type_name,type_SDSS,type_ID,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,psf-cM_Mag_u,psf-cM_Mag_g,psf-cM_Mag_r,psf-cM_Mag_i,psf-cM_Mag_z
103,104,351.91139477647334,168.25479417058642,5.535513362531515,4.935433627902023,-0.30091629569871425,242.9013364754026,26.950389498707974,23.0,13.053987137254902,0.0,0.03213843137254902,17.210642048929653,0.10840543511127254,352.21339943354224,168.2605763027788,1.1152418978745118,0.88141137925777,-0.02877113375143381,-0.30211223237877355,5.1864791712517775,-1.241558970534339,0.0011540620576879165,-0.5318257254751048,4.8886919795219175,-1.4091070286079526,0.002121671612285702,6.0,STAR,1.0,23.1321,22.49618,22.10846,21.91188,22.76388,0.4200279,0.1029848,0.09070459,0.1133725,0.5251992,23.01713,22.42851,22.03535,21.96296,18.39659,0.521844,0.1491344,0.13756,0.1252568,0.3372586,23.56588,22.59355,22.27998,22.62529,22.74516,1.021178,0.1939254,0.2296952,0.4641986,1.101689,0.11496999999999957,0.06766999999999967,0.07310999999999979,-0.051079999999998904,4.367290000000001
220,221,920.3725897221283,205.36738064276247,7.0536772255124,9.104345318375117,-0.04153886828892769,242.96022802124867,26.91617155045829,52.0,18.385137350940376,0.0,0.02008313725490196,16.838832803183383,0.22524058799965485,920.528532115977,205.32636827869499,2.5493779513053596,2.8309790354251163,0.061203017918160185,-0.9559334264134379,5.804665356958952,-2.277081728568091,0.0008542218296084782,-0.8770278129006962,6.077626349806671,-1.9915042878627711,0.0033402673193787032,3.0,GALAXY,0.0,23.18672,22.37324,21.62663,21.18617,20.67818,0.4567207,0.09263091,0.06177188,0.0675159,0.1507818,22.20271,21.85625,20.97423,20.46825,16.76872,0.4816785,0.1103064,0.05505378,0.05640133,0.1033464,23.1234,22.03718,21.1001,20.4629,19.72051,1.149016,0.1802833,0.1172055,0.1097751,0.1982115,0.9840100000000014,0.5169899999999998,0.6524000000000001,0.7179199999999994,3.909460000000003
229,230,948.5626445032167,1060.5478909495064,6.076675375171466,27.337653337900825,-0.6284416080359911,243.02626354161535,26.98959447354019,58.0,12.10874442577031,0.0,0.025249411764705885,17.292252217953582,0.7777177397027424,950.19201870348,1061.9821178117722,3.777599239256233,2.4345470054540783,0.1499098960775882,0.4499981232551367,6.4476989986781135,2.1047696934104256,0.001009244244315951,0.38960700158040584,6.8275072302238256,2.0141399567395926,0.000954116031641543,3.0,GALAXY,0.0,23.1709,22.65763,21.87453,21.88246,21.15279,0.4423435,0.11712,0.07471524,0.1088952,0.2035253,22.49744,21.98833,20.93102,21.56997,17.25117,0.4106736,0.110025,0.06830426,0.108414,0.1255034,23.04981,22.26485,21.18604,21.27248,19.63445,1.319427,0.7553546,0.9876299,0.8750749,1.152822,0.6734599999999986,0.6692999999999998,0.9435099999999998,0.3124899999999968,3.901620000000001
74,75,235.57169482295862,566.6857837910454,5.884747066195827,9.433748885458014,0.6525313779713999,242.91928801432218,26.993151496637623,45.0,7.966754829931973,0.0,0.04252705882352941,17.74679636917533,0.3762027018477162,235.5238142804022,566.7773503556853,3.7097275873893523,3.050840542942751,-1.8816194206301589,0.4902449319761612,7.517308705755376,2.5598169141071354,0.00044636363493754234,0.3259564103588889,6.381968355766922,3.025769022928614,0.0008688822654714509,3.0,GALAXY,0.0,23.32891,25.20777,22.86965,21.62469,21.5171,0.4931011,0.534264,0.1727934,0.08742087,0.2907178,21.92915,21.74985,20.31007,20.97072,18.37281,0.489385,0.3707752,0.1486501,0.09446701,0.262962,26.63195,22.2231,20.83937,20.54439,19.06962,2.484011,0.707028,0.1967163,0.3569227,0.349809,1.3997600000000006,3.4579200000000014,2.5595800000000004,0.653970000000001,3.144289999999998
184,185,795.3607805647142,1271.2041518991157,8.704774839780345,6.15366945142123,0.2504475622814435,243.0267236432864,27.018248162051254,41.0,17.54491816993464,0.0,0.03516627450980392,16.889621632518377,0.2930696583558604,795.3265877000988,1271.212850844026,3.3831897010095417,1.9811752738896757,0.12030896975193173,-0.6534193410817655,5.631531696134183,-1.7680556866999504,0.002270460322923108,0.9432752083309296,5.908360862716939,3.052020323767021,0.0033869170529935836,3.0,GALAXY,0.0,22.56239,22.12012,21.92903,21.5609,21.57826,0.2699848,0.0751247,0.07821929,0.08289111,0.298576,21.12954,20.8202,20.51762,20.32072,18.77956,0.2999948,0.06069398,0.06172328,0.0704317,0.2334921,21.15025,20.98077,20.63608,21.07259,19.60022,0.4356375,0.1441959,0.1060693,0.4202875,0.3706354,1.432850000000002,1.2999200000000002,1.41141,1.2401799999999987,2.7987
65,66,195.58985333986863,58.87420552525122,11.584314746781457,7.133116337025782,0.3979560317566389,242.87780886249132,26.95105850185347,69.0,10.383073165266106,0.0,0.042082352941176474,17.459185214199998,0.38424356615417243,195.66518901134447,58.93160168818621,3.000568025971006,7.021951471377633,2.2662031979471067,0.6354743961366206,6.382178137900205,2.778160641837036,0.001021329780719543,0.4592295212988833,5.8200705747703765,2.2009139287980104,0.001294144469640698,3.0,GALAXY,0.0,24.15533,22.72681,22.2634,21.86333,21.95806,0.9481797,0.1257504,0.1038805,0.1090435,0.4004482,20.64869,20.61434,20.94845,20.22808,19.87575,0.392302,0.09730871,0.09516176,0.1009296,0.4093454,21.54775,21.27326,20.89107,20.41161,20.17522,0.6090615,0.1937782,0.1293794,0.2066408,0.6267641,3.506640000000001,2.112470000000002,1.3149499999999996,1.6352500000000028,2.0823099999999997
163,164,646.536958806742,311.7243176237339,12.175171660066528,4.3036609643444095,-0.4000262192595763,242.94104561957298,26.94359812878929,37.0,10.871187799564272,0.0,0.03244392156862745,17.40930750440849,0.6465215370671091,646.5199935138796,311.97859844150804,2.170454239763785,3.0840862969926093,-0.43653572534094565,0.4952182993765788,6.527123313489076,1.7413563513745445,0.0015676632960168572,0.29265265490367426,4.049221912597964,2.705647878461109,0.00022668035036776067,6.0,STAR,1.0,23.95,23.6139,22.69329,21.76094,22.73816,0.7483771,0.281501,0.1639433,0.1096314,0.5829908,24.04842,23.64829,22.59003,21.6098,20.72586,2.943503,0.7278063,0.4067889,0.1544278,4.38952,24.37042,23.99442,22.77631,21.74889,22.69462,1.494364,0.6677659,0.372602,0.2278868,1.170012,-0.09842000000000084,-0.034389999999998366,0.10326000000000235,0.1511400000000016,2.0122999999999998
131,132,476.3089402541099,83.7756607741367,7.266954209892386,5.318310439200859,-0.4253732602706363,242.90738472282177,26.934747843175543,32.0,6.60539566013072,0.0,0.04874901960784314,17.950252908081612,0.2681513759972328,476.151371464532,83.72017081196998,2.1171256158850156,2.3591776302828293,-0.9380517378012883,0.1819882329739236,5.020035557715727,1.6301936431458772,0.00027558635756016363,0.21218356954372847,4.428156449361399,2.2195868384295476,0.0005985462837827873,3.0,GALAXY,0.0,24.25365,23.93202,22.98865,23.6231,22.40379,0.8194829,0.2634871,0.1893281,0.4247434,0.4909836,21.97766,23.47205,22.81593,21.77529,20.49477,1.5394,0.4467744,0.2032682,0.3600062,0.6030963,23.23419,23.77135,23.83273,23.11202,20.93029,0.9357483,0.5836518,0.9319081,0.7404019,0.42498,2.27599,0.459970000000002,0.1727199999999982,1.8478100000000026,1.9090200000000017
281,282,1157.53947490655,95.7614121927369,9.050483382282575,10.83796963184046,-0.06121901705211877,242.97554144756828,26.890875613357945,81.0,13.326908235294118,0.0,0.03222156862745098,17.188176481696512,0.16492814708637826,1157.5192830268245,95.87427230986219,3.42702000355348,3.033536509879923,0.02156776461924892,0.7290026449422783,6.574652443993526,1.5112107477456538,0.0011789057917588074,0.8252708465181884,7.012395083577133,2.091559294386423,0.005876850442220034,3.0,GALAXY,0.0,22.0656,21.45448,21.49691,21.34044,21.12241,0.1801219,0.04576331,0.0554486,0.07119293,0.2129599,21.89334,21.16001,20.99333,20.80353,19.24066,0.1920663,0.06177495,0.05644186,0.06737909,0.2302527,22.13947,21.1874,21.09694,20.81718,20.11585,0.4273662,0.075262,0.1026569,0.1257129,0.2637345,0.1722600000000014,0.29447000000000045,0.5035799999999995,0.5369100000000024,1.8817500000000003
160,161,638.0820673739486,108.87406697672627,8.592743822830995,9.398327586838985,0.5017058561594938,242.92521905679507,26.9262920739098,67.0,8.57188549019608,0.0,0.036297254901960785,17.667309098073464,0.0857156506372575,638.024728210887,108.82992320001969,3.723180669301655,4.32481875470512,-0.5018873718072427,0.47818164181367023,6.317451687705162,3.9673110837020915,0.004445588959303009,0.4933272334979187,5.9340924757692415,3.7821265964212945,0.001968556243298157,3.0,GALAXY,0.0,22.6458,23.16299,22.56714,22.07591,21.5312,0.3368132,0.1780844,0.132543,0.1308579,0.2960276,20.98111,20.93981,20.62115,21.04642,19.82257,0.3062677,0.1708046,0.1208464,0.1235846,0.2440071,20.41838,21.02711,20.70866,22.14945,19.58891,0.3298009,0.2358773,0.1743002,1.540713,0.5618668,1.6646900000000002,2.2231799999999993,1.9459899999999983,1.0294899999999991,1.7086299999999994
176,177,758.0000000039126,314.000000000957,5.870854251581667,7.835453629931908,-0.6132194506134652,242.95222305520576,26.936447035595492,37.0,14.897802875816994,0.0,0.028834901960784316,17.06719444126257,0.2507320534506582,758.035868460117,314.0368788367334,2.508132206276059,1.9966776660439791,-0.34956923610297963,-0.5926256284628707,5.745088843182085,-2.1084901123766167,0.002039875015501783,-0.6829441146374992,6.000743861793799,-2.10660656693071,0.0018575025773173073,3.0,GALAXY,0.0,22.60034,22.79928,22.00604,22.04673,21.69461,0.2787298,0.1320697,0.08327436,0.1269553,0.333944,21.91523,22.3166,21.32275,21.14193,20.00187,0.2962393,0.1333091,0.07534751,0.1213768,0.5090234,22.57883,22.41583,21.51353,21.22598,21.04522,0.7181039,0.2527533,0.1690084,0.2032929,0.6256543,0.6851099999999981,0.48267999999999844,0.6832899999999995,0.9048000000000016,1.6927400000000006
137,138,521.9919537784383,357.8391981826187,13.169271786756504,10.674215002948266,0.3850760960304708,242.93215114621577,26.955872489398562,117.0,18.668879477124182,0.0,0.042082352941176474,16.822204370031656,0.18946049745266536,521.9414532265934,357.90313402648394,5.424372352194041,7.238391814084025,1.2655340413039085,1.485646726026652,7.7193581974813235,3.4416318850954726,0.004410367104042168,1.3854588689945215,7.107396322468447,2.6621182928054754,0.003953159050940541,3.0,GALAXY,0.0,22.27789,22.08182,21.27223,20.83686,20.26063,0.2108933,0.07867434,0.04651713,0.0470983,0.1040225,22.2069,20.49973,19.79071,19.50515,18.65137,0.2162838,0.06412796,0.03479654,0.03578865,0.09343829,25.51702,20.74326,19.81406,19.50364,18.72811,6.542611,0.1226723,0.07534114,0.08846023,0.1761792,0.07098999999999833,1.5820900000000009,1.4815199999999997,1.331710000000001,1.609259999999999
133,134,504.89219513768114,151.4168554177166,25.83070970045753,9.958260564497625,0.17484364865007654,242.91520627796876,26.93882081329926,213.0,11.956439240784315,0.0,0.03201333333333333,17.3059953469238,0.6144797924649652,504.9478681482731,151.83164397511112,3.583205338596599,29.81036244137067,4.670949256294989,2.3006050017573747,14.260513727035669,5.1629662241433305,0.009239503143186664,0.843468833098661,7.40596838556454,1.7686512025964856,0.0011109729573005427,3.0,GALAXY,0.0,22.82098,21.84434,21.28729,20.77253,20.3629,0.3291228,0.06086187,0.04701778,0.04532585,0.1140274,21.74253,20.32456,19.91068,19.30184,18.80762,0.2609176,0.04696121,0.0359762,0.03277919,0.1011703,21.65195,20.46845,19.95839,19.44917,19.35857,0.6780893,0.09298932,0.1784121,0.09743612,0.3002196,1.0784500000000001,1.5197799999999972,1.3766099999999994,1.4706900000000012,1.5552799999999998
