,ID,Center_x,Center_y,Width,Height,Orientation,Area,Mean_Intensity,Min_Intensity,Max_Intensity,Magnitudo,Eccentricity,Weighted_centroid_x,Weighted_centroid_y,Variance_x,Variance_y,Covariance,Intensity_x,mean_x,sigma_x,RMS_x,Intensity_y,mean_y,sigma_y,RMS_y,type_name,type_SDSS,type_ID,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,psf-cM_Mag_u,psf-cM_Mag_g,psf-cM_Mag_r,psf-cM_Mag_i,psf-cM_Mag_z
151,152,735.5647102787099,361.06177300556595,6.889354230564586,5.866149822308801,0.414236617131622,33.0,28.019658457516346,0.0,0.04108274509803922,16.381342907004626,0.14851963972419124,735.5173284102804,360.81938585882074,2.215856023482047,2.6269818580622086,-0.15276028937660158,1.5878610818434473,4.4332957124005885,5.1407987973889675,0.00219608524656359,1.2564160719096904,4.265286001607832,3.953424789301861,0.001889480310025998,3.0,GALAXY,0.0,22.37256,21.30892,20.71857,20.70891,20.52929,0.2768477,0.04512332,0.04430991,0.05270345,0.1269296,20.81542,19.73996,19.32577,19.15181,18.81788,0.1647783,0.02972134,0.03120954,0.03541619,0.1078028,21.02563,19.87194,19.42712,19.46085,19.04306,0.4668135,0.07001545,0.05330378,0.1224935,0.252064,1.5571400000000004,1.5689600000000006,1.3928000000000011,1.5570999999999984,1.7114100000000008
93,94,456.3363370039456,670.3493342653491,20.61448229638559,15.947051407261108,0.1486193186821126,273.0,39.281425735947714,0.0,0.04822117647058824,16.01453189424316,0.22641513970704163,456.1135564339491,670.1457165814444,10.292260499525582,18.922104271070566,0.8725598268792965,5.912477256200202,12.49659807483246,5.178859652300652,0.007049881051710078,4.320683794799488,9.558313495799329,3.64290684575543,0.01258068381865466,3.0,GALAXY,0.0,20.69757,19.65486,18.85471,18.46777,18.2885,0.07035527,0.01696772,0.01569672,0.01558691,0.02978949,19.44874,17.89625,17.57537,17.00009,16.58452,0.05676979,0.009888904,0.008734225,0.007316854,0.01580952,19.4523,17.84044,17.13443,16.86077,16.52648,0.2981429,0.0471891,0.01666249,0.07744618,0.06247677,1.248829999999998,1.758610000000001,1.2793400000000013,1.4676800000000014,1.7039799999999978
183,184,915.8760302774888,751.8137369746056,19.302217950648078,15.50383163851772,0.24697399062813463,248.0,33.79713264197531,0.0,0.05386980392156863,16.177800359556684,0.19678496646561938,915.5223093287011,751.479557366102,12.18543859408237,18.452867318643257,1.9741409179987386,4.105370859346955,10.734334097973754,5.785480744092207,0.0070014499552440695,3.2937878809094956,9.647125596928039,4.472316240401952,0.004686029867980018,3.0,GALAXY,0.0,21.57195,20.70554,19.66896,19.4237,19.29117,0.1383501,0.02983063,0.02136799,0.02189231,0.04879207,20.15111,19.04605,18.26837,17.86287,17.60124,0.1095701,0.01705057,0.01279272,0.01206508,0.02932521,20.17868,19.15669,18.3527,17.93505,17.63206,0.2017389,0.03444066,0.02029301,0.02495946,0.06477728,1.4208400000000019,1.6594899999999981,1.4005899999999976,1.5608299999999993,1.6899300000000004
267,268,1359.173560033611,812.9532551882378,7.6849024817186775,17.202505009736008,-0.36576519393854,107.0,22.37452817927171,0.0,0.03191607843137255,16.625615285147358,0.553268406120545,1359.0254569642173,812.7737037981854,12.42670984682627,4.00369778892491,2.5719247832894325,-1.181656422894021,6.322757344217158,-2.491398568977072,0.0018585482447986545,2.1914539432047957,8.902864513541834,4.760861684357039,0.006538651518160251,3.0,GALAXY,0.0,23.34625,21.81319,20.59735,20.1109,19.80085,0.6265292,0.06938048,0.0417273,0.03476569,0.07025142,23.12448,20.70032,19.63661,19.1664,18.30824,1.183519,0.05587997,0.0336152,0.0283148,0.05558708,23.5242,20.70003,19.77499,19.25103,18.63384,3.157826,0.1153034,0.05050446,0.06789317,0.1262706,0.2217700000000029,1.1128699999999974,0.9607399999999977,0.9445000000000014,1.492609999999999
150,151,733.1682208027468,274.6007692761025,10.926809108217718,13.200413905442634,-0.6830456309571005,120.0,39.0263702436126,0.0,0.045898039215686276,16.021604599024357,0.17223738691159451,732.9493661602202,274.40849063711227,7.676362293888815,7.48048124826164,1.7641794914961793,3.0638140126549778,7.780878081099633,3.889906182793086,0.004758987574683973,2.9006715233691382,8.188236504719432,3.6461850453172704,0.004549689558969323,3.0,GALAXY,0.0,22.10093,20.98871,19.66368,19.27537,18.98939,0.267347,0.035719,0.02140393,0.02036008,0.04076875,20.0968,19.9586,18.71313,18.29895,17.71766,0.1836804,0.0266019,0.01561728,0.01336733,0.02871012,20.83166,20.02053,18.76707,18.38502,17.83913,0.3098676,0.06375875,0.02945797,0.0317043,0.06576854,2.00413,1.0301100000000005,0.9505499999999998,0.9764199999999974,1.2717300000000016
90,91,433.5818387305751,667.2556873566251,24.15448918972102,15.580266624215195,-0.7622076586942861,312.0,35.145594143790845,0.0,0.3588086274509804,16.135322776110335,0.35497428648396334,432.90645667377163,667.1573170415129,17.81267299587489,18.757391154940706,-8.59857931791339,5.153848900186428,12.6323005715113,4.312083050733678,0.005478664570245194,4.929203144934728,11.193764573873766,4.227697322595111,0.02015393209007866,3.0,GALAXY,0.0,21.12528,19.6666,18.81033,18.47619,18.30026,0.09925009,0.02064813,0.01832533,0.0177533,0.03057181,20.04086,18.50419,17.80699,17.35002,17.03156,0.08755692,0.0104996,0.008254032,0.007568964,0.01649687,20.44557,18.57198,17.83461,17.45155,17.17228,0.2498724,0.0321383,0.02635027,0.02777461,0.04332565,1.0844200000000015,1.1624099999999977,1.0033400000000015,1.1261699999999983,1.2687000000000026
166,167,840.688175687411,594.5463493452476,37.58456436875813,15.512287295114948,0.02479581781425871,474.0,30.633934175744375,0.0,0.8406086274509803,16.28449306290532,0.587269732783988,840.3428316586901,596.0024191025409,8.003154620528221,77.08272385416785,1.5755355477449484,11.381317076068962,26.4877533073391,13.052724325653056,0.930896067493528,2.526500839516837,9.849699966239994,3.610206577938719,0.00387710598842525,3.0,GALAXY,0.0,21.87848,20.92877,19.70995,19.41647,19.17992,0.1983654,0.1779767,0.1679386,0.1679157,0.1080921,20.44543,19.43493,18.51015,18.55942,17.9928,0.1592827,0.02734214,0.01744191,0.01746097,0.03529144,23.41911,19.88125,18.72923,18.67631,18.4644,4.763529,0.5133858,0.2988475,0.6606063,0.4896376,1.433049999999998,1.4938399999999987,1.1997999999999998,0.857050000000001,1.1871200000000002
94,95,457.91650015096553,518.3129072505295,11.153371427726203,16.939896170860024,-0.283681822446474,157.0,30.706136185383244,0.0,0.040973333333333334,16.28193707065868,0.34159151182330083,457.7587647666084,518.0307449834335,13.959913314465666,5.757637758622877,2.254158066411037,2.364599855686357,7.186653053136323,3.1887951125649314,0.004776602599045205,3.4856764179978788,10.296936936470336,4.6897853404578,0.010601077254887023,3.0,GALAXY,0.0,22.08058,20.88021,19.75302,19.29743,19.00344,0.214723,0.03321556,0.02234692,0.02047396,0.04115617,20.73455,19.62592,18.75805,18.22467,17.92725,0.1767287,0.02594669,0.01681111,0.01397404,0.030042,20.88717,19.65222,18.86347,18.32555,18.1013,0.3455616,0.04910885,0.03260871,0.03360077,0.09206155,1.3460300000000025,1.254290000000001,0.9949699999999986,1.0727599999999988,1.0761900000000004
32,33,163.972177721615,303.31214526347003,6.771704995070245,7.074787393966316,-0.3301981094028672,40.0,21.63231511982571,0.0,0.028054901960784313,16.662242498216724,0.04283978896023832,163.61598097754452,303.048449715845,2.3372760973797995,2.2102135945751797,-0.009200398708344437,-0.8767278111099559,5.240260940197085,-2.1836328735283317,0.001217434202251917,-0.8677335226098766,4.978130931077066,-2.0449912270352604,0.0013379973317161392,3.0,GALAXY,0.0,22.54263,21.48822,21.01101,20.56319,20.54567,1.040796,0.05214651,0.05703,0.04608779,0.1300158,22.2346,20.84371,20.36864,20.0131,19.50314,0.3593446,0.0498066,0.05554592,0.04515474,0.1237798,21.63355,20.80724,20.46542,19.96486,19.8968,0.478617,0.09769778,0.1110936,0.1001151,0.3245579,0.3080299999999987,0.6445099999999968,0.6423699999999997,0.5500899999999973,1.0425300000000028
12,13,77.6637084583765,252.4723015495985,11.38663448861184,13.104122978641154,-0.40325539887742523,124.0,18.90340430184195,0.0,0.05523098039215687,16.808649942428215,0.13106474144272806,77.31552120166593,252.13327789531542,7.136154090841956,5.528527848691738,0.6605658072330698,1.5086290966932332,7.195097167561251,2.701030620153824,0.00453898195694857,1.7039343509885903,7.429602376688682,2.9106365770353064,0.004610022879784424,3.0,GALAXY,0.0,24.46173,22.02273,20.44888,19.6482,19.23225,0.5614918,0.08406832,0.0493178,0.0417883,0.05031959,24.54061,21.49506,19.81119,18.94938,18.19034,1.780549,0.07757732,0.03330595,0.02020608,0.03856162,25.14845,21.65658,19.82264,18.9874,18.34683,3.978189,0.372646,0.1401743,0.1275033,0.1581698,-0.07888000000000162,0.5276700000000005,0.6376899999999992,0.6988199999999978,1.0419100000000014
