,ID,Center_x,Center_y,Width,Height,Orientation,RA,Dec,Area,Mean_Intensity,Min_Intensity,Max_Intensity,Magnitudo,Eccentricity,Weighted_centroid_x,Weighted_centroid_y,Variance_x,Variance_y,Covariance,Intensity_x,mean_x,sigma_x,RMS_x,Intensity_y,mean_y,sigma_y,RMS_y,type_name,type_SDSS,type_ID,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,psf-cM_Mag_u,psf-cM_Mag_g,psf-cM_Mag_r,psf-cM_Mag_i,psf-cM_Mag_z
114,115,306.10797213505094,637.1088386482634,9.495780666389262,8.965552447383347,0.745098096019847,236.36788800949904,35.1578681972331,71.0,11.04106980392157,0.0,0.045690588235294115,17.3924721110301,0.05583829677981944,305.8095436233628,636.6365152452601,2.978124160072184,2.8588968905387446,0.44668712926795706,-0.6426855769687166,5.629165715262608,-1.49187737152377,0.0002569705233772925,-2.5550034358632567,1.3829858686519785,-0.044665381601137324,0.06601662409242613,6.0,STAR,1.0,22.97085,22.22945,21.33645,20.94974,20.96624,0.3697383,0.09829958,0.06035581,0.06054314,0.2157785,22.22455,22.27101,21.3432,20.95143,17.93845,0.4100803,0.1080053,0.06912408,0.06185599,0.1760523,22.63619,22.40284,21.41721,21.00859,20.80133,0.5520198,0.2305239,0.1246838,0.1250471,0.4050598,0.746299999999998,-0.041560000000000485,-0.006750000000000256,-0.0016899999999999693,3.0277899999999995
19,20,53.16053298130779,319.8395391723299,8.655144409122904,7.91074439170953,0.7847741703506756,236.31511180685436,35.14655404331083,56.0,5.711697030812325,0.0,0.04484235294117647,18.10808709295016,0.0860066547969719,52.744610050432286,319.4213809695349,3.5177782379664677,3.1794992404757068,0.3668277526376187,0.48466191395944386,5.437044700094976,3.32429182236659,0.0013859299541095498,0.3719511411228453,4.8151180420192246,2.3954551123471566,0.0047019334390566115,3.0,GALAXY,0.0,23.77708,24.45949,22.30343,21.91425,21.34723,0.6716645,0.5483605,0.1365505,0.1411786,0.298097,23.06075,21.22963,22.04868,20.783,18.39898,0.8537982,0.284476,0.1405302,0.1299989,0.2369027,24.58315,22.47293,21.94192,21.06993,19.67761,3.255215,0.4511479,0.2975052,0.2605952,0.2693818,0.7163300000000028,3.2298599999999986,0.2547499999999978,1.1312499999999979,2.948249999999998
92,93,206.07407407407408,1327.5925925925926,6.421500681256116,5.26541057082591,-0.003805152412846516,236.41268589143175,35.225285051692545,27.0,10.883041882352941,0.0,0.03729686274509804,17.408124248708802,0.1800342580052584,205.77064571571353,1327.1391840606009,1.2169149894980364,1.716608539922163,0.037805435713380575,-0.3386281167447922,4.517880420428386,-1.6033285248364064,0.0003972613070213799,-0.31163393688022023,3.9927438213835775,-1.1968524672706704,0.0009112950513014615,3.0,GALAXY,0.0,25.17311,23.84131,22.2856,21.80024,22.34813,0.7664582,0.366562,0.1312118,0.1217998,0.2854489,25.67793,23.43039,22.30522,21.4943,19.81229,0.570866,0.3949143,0.1554283,0.1236605,0.7141419,23.84033,23.70074,21.87785,21.72456,20.80039,1.943069,1.01112,0.2807034,0.3646796,0.5705953,-0.5048199999999987,0.41092000000000084,-0.01961999999999975,0.30593999999999966,2.5358400000000003
60,61,127.62840790917522,292.62852069262334,5.965175158690424,5.213353095402572,0.7826189733931762,236.32095245495879,35.139256380975944,26.0,8.780033003921568,0.0,0.05147137254901961,17.641259628972193,0.12603520320648964,127.64416675197714,292.4338599337394,2.03538575111088,1.6231661982019432,0.679306831676513,-0.38918196736715477,3.4740021153438247,-2.9067819957397614,0.0012231562231017768,-0.3506003925904984,3.975106775434377,-2.458420874149663,0.00031092951421678476,3.0,GALAXY,0.0,23.4155,22.95002,22.25808,22.0234,21.80926,0.5316064,0.1797684,0.1314928,0.1552856,0.4182075,22.59424,22.56734,22.0651,21.37637,19.33406,0.440455,0.1748274,0.1586512,0.185206,0.4744904,23.00867,23.30243,22.22779,21.63541,20.35607,1.007017,0.7933126,0.3692632,0.3231668,0.3879116,0.8212600000000023,0.382679999999997,0.1929799999999986,0.6470299999999973,2.4751999999999974
113,114,303.9427742584402,1319.4069015173031,11.952495347905234,5.538000329268225,0.17933946879542298,236.4225790650356,35.21811675503968,42.0,14.798796688453159,0.0,0.027749411764705884,17.074433990703582,0.5366657615776607,303.5836810189238,1318.9069777374004,1.922511252836557,2.330338070401922,0.2921178975375369,-0.6798751040410473,5.19522345715527,-1.977803038640411,0.0010922194567576354,-0.6592689433398992,5.285538538927684,-1.991187096625193,0.002190072793913252,3.0,GALAXY,0.0,22.81436,21.88067,21.48043,21.1869,20.99656,0.3667306,0.07365553,0.06658108,0.07168102,0.2176089,20.99934,21.8845,21.25589,20.90343,18.67125,0.2897085,0.07443899,0.07651547,0.07303359,0.2087659,22.13961,22.20104,21.38806,20.96936,19.82601,0.5095674,0.3193906,0.1894946,0.2103871,0.3252485,1.8150200000000005,-0.003830000000000666,0.22453999999999752,0.2834700000000012,2.325309999999998
3,4,14.329163553121235,666.549436676817,8.16294882461658,6.788555479388826,-0.10987230690855618,236.33880065771382,35.17966749542383,46.0,9.730254042950513,0.0,0.039842352941176475,17.52968955194698,0.16836971231316156,14.046524543020244,666.2524519455826,2.1569063853696946,2.857467244612053,0.13845347741698788,0.3564693182538084,5.398866846006454,1.2004025177676023,0.00206145948097723,-2.959073800615635,-64.48591521011782,-7.408520104456972,0.046487084217916204,3.0,GALAXY,0.0,23.9779,22.31098,21.49119,21.14503,21.15064,0.4021267,0.1050107,0.06842835,0.07185408,0.2532974,23.99533,21.93128,21.1091,20.9586,18.89283,0.9422547,0.1273965,0.07116269,0.0897927,0.2244305,26.55165,21.94802,21.28585,21.052,20.40718,0.7268643,0.1785034,0.1427812,0.1608447,0.4217182,-0.017429999999997392,0.3796999999999997,0.38208999999999804,0.18642999999999788,2.257809999999999
23,24,57.86523736958445,574.6757895642547,8.9881016055477,9.80565187213993,-0.008901967913451962,236.33610622562296,35.168705587066334,73.0,10.306162614379085,0.0,0.03702901960784313,17.467257523411803,0.0833754121860143,57.564790600730085,574.3406380927203,4.330952913512192,3.131228264828678,-0.06610835766332457,0.6058765877897975,5.894394244876035,1.9472093294217205,0.0008679665927315018,0.7169962991369097,7.048553620613655,2.96889628093196,0.0034831879583346053,3.0,GALAXY,0.0,23.9779,22.31098,21.49119,21.14503,21.15064,0.4021267,0.1050107,0.06842835,0.07185408,0.2532974,23.99533,21.93128,21.1091,20.9586,18.89283,0.9422547,0.1273965,0.07116269,0.0897927,0.2244305,26.55165,21.94802,21.28585,21.052,20.40718,0.7268643,0.1785034,0.1427812,0.1608447,0.4217182,-0.017429999999997392,0.3796999999999997,0.38208999999999804,0.18642999999999788,2.257809999999999
260,261,1016.3870967741935,761.258064516129,6.741070998980902,5.8030636421439965,0.009496019310172691,236.454390003772,35.12201645163433,31.0,13.778442039215687,0.0,0.05244823529411765,17.151999715872027,0.1391481200804311,1016.1291983485488,760.8391501792629,1.9165258058346808,1.583698357688263,-0.04021692567039281,-0.4974262921901426,5.226497696250849,-1.6969579150957586,0.0016203616783401567,-0.5981758410260888,4.3870661620652545,-2.1431696135766733,0.0012819682136843457,6.0,STAR,1.0,22.44493,22.09485,21.64226,21.55402,22.0817,0.2410274,0.0876938,0.07772638,0.09888625,0.4844482,22.20119,21.99213,21.57037,21.50939,19.96765,0.3578702,0.08775689,0.08961701,0.1073211,0.6852816,22.5231,22.34477,21.864,21.81627,20.95109,0.5083987,0.2252671,0.2208936,0.2926075,0.4754202,0.24373999999999896,0.10272000000000148,0.07188999999999979,0.0446300000000015,2.1140500000000024
239,240,924.9999998408204,763.9999998225913,14.725733992650445,3.6023091328026773,0.7140851517031094,236.44477105739384,35.128280814567255,21.0,11.548047058823531,0.0,0.0255321568627451,17.343728637544245,0.7553732034952841,924.7789554960129,763.7754493916517,1.5951439746422693,1.172098382608965,0.04488060052972287,-0.3234896710294146,4.144774451420031,-1.591990875165621,0.0008905655985116126,-4.723988095375816,-5.701227472945025,0.5941183955998732,0.013179230479046523,3.0,GALAXY,0.0,22.76623,23.07886,22.33934,21.57423,21.43704,0.3144428,0.199571,0.1407017,0.1008206,0.3133904,20.74632,22.56558,21.70735,20.6538,19.42442,0.2767259,0.2011985,0.1361704,0.09790937,0.3363487,21.80326,23.11523,21.477,20.73524,19.77066,0.4790058,0.7996457,0.2517407,0.1917421,0.2929585,2.0199099999999994,0.5132799999999982,0.6319899999999983,0.9204299999999996,2.0126199999999983
29,30,85.52921813189202,291.1379423734203,37.74439550696122,28.680991883234853,-0.3509057352023601,236.31629452639984,35.14189468156638,895.0,15.013015559772299,0.0,0.06391529411764706,17.058830163224115,0.24012581211043094,85.47218544466385,290.5937665181826,32.649891293548535,45.289050467836205,-7.150355038582347,4.319205314507219,21.954198862789298,5.346558030592999,0.030233248615384914,4.57079316139795,17.970679555813955,5.666809655267915,0.015214643221601215,3.0,GALAXY,0.0,22.0194,20.43477,19.60264,19.15471,18.88866,0.1720496,0.03184363,0.02180686,0.01885878,0.03962217,19.41358,18.52453,17.81469,17.39791,17.09379,0.07079625,0.01331966,0.009433221,0.009546653,0.02802438,19.46395,18.62116,17.88412,17.4662,17.23284,0.1147499,0.02696528,0.01828251,0.01944748,0.05792534,2.6058200000000014,1.9102400000000017,1.7879500000000021,1.756800000000002,1.794870000000003
