,ra,dec,type,type_name,type_label,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z
0,242.096726515888,20.0999285901921,3,GALAXY,0,24.2773,22.78774,22.24338,21.94845,21.23575,0.8860738,0.1407697,0.1092082,0.1138685,0.2399912,20.29769,22.38891,21.24159,20.61939,19.91012,0.5924672,0.1602875,0.09806546,0.1347855,0.2752324,21.40888,22.04198,21.14634,20.76017,19.92537,0.443532,0.3042186,0.1657356,0.220545,0.3735528
1,242.138835519196,20.1072454493617,6,STAR,1,25.76152,24.93219,24.08929,22.29715,21.8765,0.5755747,0.573285,0.4478788,0.1519384,0.3777601,25.83708,24.48883,23.78482,22.15787,20.66049,0.5805827,0.9585782,0.5668064,0.217704,0.4648471,25.26316,25.47821,24.91031,22.4793,21.29161,1.585411,1.051908,1.447143,0.4809619,0.537989
2,242.15102690962,20.184809529182,3,GALAXY,0,22.92568,24.5349,23.15882,25.04282,22.8649,0.3934534,0.5153231,0.2362137,0.6038705,0.5485315,23.08954,24.57029,22.93045,24.9635,21.07057,0.5398557,0.5970321,0.3030168,0.6174635,1.180863,23.47625,24.76472,23.1499,24.58494,22.8299,1.182135,1.066676,0.564151,1.326443,1.221799
3,242.155428980629,20.2125309786768,3,GALAXY,0,24.37286,22.43882,21.73446,21.58155,20.92358,0.9088121,0.1157658,0.06846311,0.08347622,0.1809983,21.47591,22.1533,20.99888,20.92564,20.7033,0.7039279,0.1159266,0.06927051,0.08062526,0.2923433,22.2432,22.55593,21.08965,21.31309,21.13882,0.6558728,0.4108981,0.1461365,0.2991484,0.8156823
4,242.164322116732,20.1733204900209,6,STAR,1,24.36168,25.24813,23.03777,21.86812,21.4163,0.9056438,0.5746643,0.211034,0.1059259,0.2701203,21.76751,25.25225,23.09582,21.87887,21.36633,0.9043279,0.6857129,0.2619883,0.1387822,0.310658,24.76565,25.62181,24.01093,22.16256,21.82946,1.382844,0.7844764,0.8259743,0.2599472,0.6378566
5,242.166329159319,20.1054262078822,3,GALAXY,0,25.10814,24.32829,23.31434,21.92298,20.88794,0.8484079,0.4594504,0.2643672,0.110665,0.1770412,25.4738,24.22641,23.31185,21.8359,20.5521,0.7010296,0.6549515,0.3026331,0.1169668,0.2463694,24.71025,24.82911,24.79882,22.14293,20.71236,1.837714,1.115704,1.303737,0.2937712,0.3253641
6,242.169033673234,20.1183065035369,3,GALAXY,0,24.06273,25.43196,24.05535,22.79569,22.64128,0.8235647,0.5717755,1.999323,0.2362164,0.5349977,24.15013,25.43727,24.16116,22.43217,21.74543,1.107304,0.9137793,1.24099,0.2601897,1.552063,24.40699,25.50363,24.25877,22.59191,22.3797,2.084607,1.2331,1.39477,0.5764786,1.274293
7,242.172014177138,20.1178000682261,6,STAR,1,18.16125,15.57827,14.38677,13.9525,13.69862,0.02156091,0.01060905,0.01576863,0.01367639,0.0182518,18.10058,15.5786,14.3934,13.95253,13.7135,0.01310012,0.003363713,0.003980613,0.004232526,0.003949454,18.15496,15.64986,14.44153,14.00975,13.78888,0.01376162,0.001966496,0.00119792,0.001166521,0.001976174
8,242.173720894395,20.2278790711866,6,STAR,1,24.37166,24.76201,23.48333,21.60358,20.9761,0.9165227,0.5534213,0.2994873,0.08538758,0.1893679,24.44385,23.66241,22.79993,21.5174,20.91691,1.535468,0.8609221,0.4120594,0.1155445,0.2287858,24.63223,24.0751,23.49314,21.61786,21.40928,1.602478,0.6531786,0.6495941,0.1844814,0.5172883
9,242.177265574819,20.2378404340013,6,STAR,1,24.44479,25.02391,24.25507,22.304,21.92224,0.9304407,0.5798762,0.4810252,0.3998858,0.3864601,24.4969,24.9917,24.31863,22.21436,21.75122,2.671369,1.552156,1.355658,0.2086362,0.7940698,24.68892,25.09988,24.38849,22.6186,22.12342,1.380362,0.8300607,0.9495242,0.3835531,0.7255968
10,242.18103444464,20.1774893414922,6,STAR,1,24.33469,24.78772,24.58053,22.47609,23.02212,0.9032807,0.5565475,0.5309498,0.179182,0.5127633,22.23092,24.78869,24.62139,22.46661,23.02365,5.522491,1.982916,2.099299,0.5824896,1.840317,24.44017,24.95967,24.8019,22.70427,23.01188,1.284109,0.7761325,0.937958,0.3875042,0.8068997
11,242.189968399157,20.1388392922001,6,STAR,1,23.32604,20.59188,19.19658,18.25273,17.73064,0.5268716,0.02544163,0.01880395,0.01529795,0.02282034,22.50021,20.59696,19.17812,18.25895,17.73897,0.4653577,0.02889708,0.01559045,0.008811963,0.01741564,21.64994,20.68278,19.20904,18.32353,17.79413,0.23446,0.03752948,0.01645261,0.01100106,0.02331397
12,242.192375915028,20.2618277884766,3,GALAXY,0,23.87871,25.49336,22.78797,21.93852,21.31036,0.7734054,0.5482139,0.1703149,0.1140404,0.2502732,21.62589,25.52242,21.70018,21.87321,20.89565,0.6855383,0.7790301,0.2177674,0.1463473,0.3085975,25.80816,26.42478,21.88067,21.89368,21.08343,3.226775,1.74955,0.3229941,0.7702287,1.289151
13,242.192512405781,20.1365698301258,6,STAR,1,26.29435,23.67204,22.54957,22.02564,21.56521,0.3773633,0.2925238,0.1400116,0.1209565,0.3032595,27.41623,23.6903,22.5589,21.96681,21.34363,0.3064929,0.3216866,0.1801925,0.1300813,0.3261911,26.72538,23.67926,22.87147,22.17116,21.38069,0.3530155,0.3639475,0.2936659,0.2284149,0.3877434
14,242.194148108275,20.0812038569113,6,STAR,1,20.70503,18.96685,18.26831,17.98356,17.82418,0.06484085,0.01318096,0.01683969,0.0148764,0.02337248,20.73575,18.965,18.26249,17.9958,17.79956,0.06883056,0.009296921,0.009272935,0.007884517,0.0164702,20.81953,19.02772,18.30665,18.05458,17.83506,0.1060912,0.01042012,0.008139988,0.008856272,0.02371627
15,242.194974840431,20.1619411881992,3,GALAXY,0,25.20988,24.24219,25.39667,23.93763,20.97658,0.8145742,0.2483538,0.4661127,0.4716207,0.2716654,25.94709,24.28054,25.50556,24.00699,20.74082,0.9900112,0.6213102,0.5855079,0.5511876,0.2053888,23.31679,25.02321,26.32952,25.02875,21.30322,1.162413,1.218766,0.7534276,1.459994,0.6160844
16,242.203997605333,20.1189594239867,3,GALAXY,0,21.16556,20.02878,19.86972,19.63998,19.31206,0.09099349,0.01870317,0.02250833,0.02190942,0.04941473,18.99731,18.08668,17.48222,17.24066,17.1213,0.05247455,0.009118795,0.009092708,0.01142824,0.03173496,19.20612,18.06228,17.5088,17.24327,17.13819,0.1395721,0.01800862,0.0216914,0.02060171,0.0644812
17,242.208175140536,20.2800050683791,6,STAR,1,23.64594,23.12998,21.65672,20.41775,19.74251,0.8678023,0.1889421,0.06617599,0.03424328,0.06872721,21.72051,23.14874,21.68542,20.42561,19.65984,0.8918883,0.2130976,0.08419738,0.03489588,0.09348111,24.26957,23.72602,21.88047,20.59908,19.81397,1.278286,0.4220833,0.1339728,0.0626397,0.1093957
18,242.214586967807,20.1085831934044,6,STAR,1,23.80979,22.48266,21.84592,21.47954,21.26525,0.735388,0.1078948,0.07792033,0.07649282,0.2408971,21.81589,22.48633,21.87322,21.5067,21.00732,0.6202653,0.1232145,0.08338636,0.08274515,0.2911784,24.06989,22.75995,22.2796,21.75756,21.37311,1.152381,0.1823021,0.1860731,0.1686309,0.4121023
19,242.21840964576,20.2746314694084,3,GALAXY,0,25.25376,23.8903,22.1267,21.01266,20.56009,0.8332003,0.3464418,0.09719457,0.05291548,0.1347417,25.53635,23.75315,21.79768,20.83805,20.54322,0.7053038,0.3784519,0.12183,0.06223866,0.1666156,23.49961,24.54709,21.9827,20.93145,21.94093,1.378557,1.153069,0.2354954,0.1363669,1.086086
20,242.223095820264,20.0478252316272,3,GALAXY,0,25.37895,25.29825,23.42929,22.7285,23.23332,0.7735238,0.6815996,0.3064491,0.2487175,0.4884153,25.37333,25.28343,23.51097,22.48925,23.22645,2.125517,0.9963643,0.7285208,0.4451323,2.27781,24.96118,25.2104,23.72524,22.69798,23.08982,1.469839,1.080324,0.7807714,0.6947488,0.9153298
