,ID,Center_x,Center_y,Width,Height,Orientation,Area,Mean_Intensity,Min_Intensity,Max_Intensity,Magnitudo,Eccentricity,Weighted_centroid_x,Weighted_centroid_y,Variance_x,Variance_y,Covariance,Intensity_x,mean_x,sigma_x,RMS_x,Intensity_y,mean_y,sigma_y,RMS_y,type_name,type_SDSS,type_ID,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,psf-cM_Mag_u,psf-cM_Mag_g,psf-cM_Mag_r,psf-cM_Mag_i,psf-cM_Mag_z
368,369,1056.8801334787731,174.41562377673057,4.451719616695778,10.271250465765013,-0.0661426286306989,23.0,7.633965176470587,0.0,0.04055490196078431,17.79312456371198,0.5665844551708914,1056.5957023764333,173.89628625723853,1.549228674499318,1.7029105521542078,-0.5380078187736217,0.23012966067378182,4.68541114582608,3.2439600293117774,0.0001448778849867156,0.37640925938309383,4.071675450506552,3.720700248292968,0.0012437487404992728,3.0,GALAXY,0.0,25.02932,24.1745,22.84725,22.75033,23.69284,0.9194179,0.4195953,0.1980764,0.3361432,0.5671666,21.33293,23.34726,22.49498,21.91324,19.04678,0.7253931,0.6818259,0.2393849,0.3385602,0.4723048,22.77843,23.8767,26.04333,24.85748,20.5064,1.037576,1.132227,1.50553,2.935276,0.7285992,3.6963899999999974,0.8272399999999998,0.3522699999999972,0.8370900000000034,4.646060000000002
41,42,100.77231931323062,1294.8338719243454,11.459201924330985,8.637983866890668,0.06177036021408081,70.0,6.178409411764706,0.0,0.03555490196078431,18.02280829148696,0.24619673133170894,100.53119929999019,1294.984738641449,6.724400385137415,3.7122825202532113,0.4663912046526093,0.24157460550718882,5.957994221498715,1.551722531841623,0.001986759674588458,0.6107634821059488,5.581602075430653,7.473560130271838,0.003633856663998457,3.0,GALAXY,0.0,22.9792,22.68894,23.08464,22.02185,23.24285,0.4090046,0.1291285,0.2396521,0.1792837,0.728069,23.02097,21.71281,21.30235,20.63049,18.82518,0.5467351,0.1206281,0.1966616,0.1857218,0.6886568,24.49435,22.1533,21.2607,20.8287,21.01019,3.810405,0.3299042,0.2586957,0.2530871,1.478927,-0.04176999999999964,0.9761299999999977,1.7822899999999997,1.3913599999999988,4.417670000000001
25,26,53.928589489158405,1113.5123099099008,11.218707424542034,3.8157838313626873,0.03874750002593405,22.0,13.17082980392157,0.0,0.018721960784313728,17.200967155626778,0.6598731309263595,53.67351303515759,1113.5564967923542,1.1100255011701847,1.179685021750629,0.07220669325033668,-0.2723652801086274,4.226764580688204,-1.4289169348906026,0.0004892811994721097,-0.3710316400639589,4.2539702260185,-1.6115459896748179,0.0010162851230722321,3.0,GALAXY,0.0,23.35739,22.84871,22.51526,21.90092,23.18956,0.5476156,0.1478809,0.1484335,0.1607926,0.7432333,23.65701,22.70091,22.4471,21.68954,19.58912,0.693119,0.184198,0.2776108,0.1900263,1.141971,23.8497,23.20464,22.88622,21.95597,22.80918,1.223441,0.3965285,0.4850243,0.3857231,1.65634,-0.2996200000000009,0.14780000000000015,0.06816000000000244,0.21137999999999835,3.600439999999999
65,66,152.55323190687014,596.8167195605919,6.914011774803263,8.676730308155316,0.5725827182547422,50.0,9.311983097238896,0.0,0.03871843137254902,17.577394552521156,0.20315469891870008,152.36192126059,596.6574521227367,3.430111389774538,3.1335101820295677,-0.9722898071340751,0.4369824480248432,5.793229055733624,2.947659859505568,0.0014768491346809935,0.419037064690299,6.735499293881514,1.9714453901289561,0.0017142258093997284,3.0,GALAXY,0.0,23.61666,23.40759,23.05779,21.78728,22.21433,0.7112231,0.242706,0.2561738,0.1589397,1.415259,23.7274,23.20262,22.76119,21.07116,18.61491,1.23672,0.3928774,0.4143874,0.2193964,1.087412,23.98523,23.41116,23.09663,21.9814,20.2822,3.507952,1.037746,1.131985,1.015086,0.8659084,-0.11073999999999984,0.20496999999999943,0.29660000000000153,0.7161200000000001,3.599420000000002
386,387,1097.0494016173343,1287.1390596764627,13.131293642451167,5.073520225332379,0.6177311738580147,43.0,14.789997236227824,0.0,0.04397137254901961,17.07507976789673,0.6136313478718822,1097.0893218877823,1287.3319960359042,2.6233362418133765,2.8099830236751586,0.4379852449055761,0.6475377015781767,5.861151098299842,2.866049899657304,0.0021080212500208142,-0.6321116257533116,5.54046626584402,-2.289701545415728,0.0021167714564875244,3.0,GALAXY,0.0,23.46743,22.04321,21.9804,21.77294,21.76166,0.6024668,0.07557894,0.09497134,0.1445101,0.4997092,22.14155,21.07661,20.7106,20.37322,19.11982,0.5130415,0.06839316,0.08676655,0.1381548,0.4434508,24.62685,21.20479,20.98317,20.59226,20.40744,4.154187,0.1592399,0.2082528,0.2712616,0.9866859,1.3258800000000015,0.9665999999999997,1.2698,1.3997199999999985,2.6418399999999984
471,472,1394.3589743589744,259.1025641025641,7.2767366153185895,6.823678055586896,0.011081759452670679,39.0,15.23835816993464,0.0,0.029615686274509806,17.04265455692489,0.06226122830637293,1394.603713970264,258.92222491509045,2.0938362670131028,2.540626185378642,-0.11802971875295043,-0.6011815184549797,5.138749268926121,-2.493892889536146,0.0011683504968229448,0.593739990491889,6.5263651617040015,2.1429341729309614,0.008693651015497359,3.0,GALAXY,0.0,23.1312,22.83078,21.89265,21.35158,21.47854,0.4796371,0.146496,0.08944406,0.09938087,0.4056169,20.61309,22.08032,21.03103,20.73493,19.05061,0.3397391,0.1454328,0.08017476,0.09841466,0.2120278,21.79794,22.16497,21.18505,20.82313,19.81034,0.4439672,0.2686845,0.1953979,0.2493491,0.3889964,2.51811,0.7504600000000003,0.8616199999999985,0.6166499999999999,2.42793
108,109,259.3193505078005,218.01163963128332,8.429684960221216,16.593256850601872,-0.38873136764353866,100.0,4.756324848484848,0.0,0.05944313725490196,18.306821228759016,0.49198128877782943,259.4463866520604,218.1510846708329,15.96396571866353,6.415064791086479,5.78941899532947,0.2327152097860881,6.806990524575452,2.9527686868833327,0.0015694502300414958,0.37808050799969595,8.16915915092333,2.627500836186026,0.004856556968161277,3.0,GALAXY,0.0,23.62954,22.97856,23.54009,21.90843,21.93144,0.6718192,0.1657887,0.2893602,0.1643865,0.5829864,18.82134,19.58257,19.56608,19.33431,19.55435,0.1739499,0.16232,0.2087191,0.1104886,0.7471062,17.7077,19.39302,19.10984,18.39503,20.61301,0.09701159,0.1924613,0.2629107,0.1629985,7.698161,4.808199999999999,3.395990000000001,3.97401,2.5741200000000006,2.377089999999999
267,268,712.5,1054.0,8.602587034271405,7.023448558302313,-0.019559188336583207,48.0,16.91497172735761,0.0,0.04199921568627451,16.92932180944951,0.1835655332143742,712.1014415220393,1053.4954798089425,2.3624996810103767,2.4430983318015933,0.24733167374506593,-0.9341924883323822,4.585445573470259,-1.974164877396913,0.0018246989287609334,-0.7391956398675855,5.453252936822165,-1.8753187893134715,0.0020006781585721833,3.0,GALAXY,0.0,23.57481,22.36165,21.46963,21.26574,21.36188,0.6466631,0.09854399,0.06176927,0.09219246,0.4797918,22.78626,22.14221,21.10319,20.86507,19.052,0.6769544,0.1007752,0.07570651,0.1429914,0.34361,24.19585,22.27485,21.09037,21.06108,20.21101,2.270788,0.2269437,0.1360881,0.2742552,0.5195138,0.7885500000000008,0.2194400000000023,0.3664399999999972,0.40067000000000164,2.3098799999999997
244,245,638.6043650176878,276.1774183347709,7.867123740438361,5.526945728786637,-0.291022915871837,36.0,12.81490154248366,0.0,0.03244392156862745,17.230711815431746,0.29746297234690855,638.0430426277151,275.7249445807435,2.0132684540585615,2.0206462743954035,-0.09057663369458169,-0.41442705266549723,4.895925512152781,-1.2734599426140303,0.001980119133862328,-0.5398573054505543,3.8235847450502947,-1.490799457865297,0.00046334458657970004,3.0,GALAXY,0.0,24.9107,23.43561,22.14575,21.30582,21.25892,0.9450664,0.242871,0.1079247,0.09624894,0.3481821,25.23019,23.38461,21.71732,21.21166,18.99718,0.8207308,0.2946556,0.1054676,0.1001403,0.2598226,24.63538,25.14108,21.32495,21.5675,19.54595,3.836649,2.528101,0.2747061,0.6384137,0.3960312,-0.31949000000000183,0.05100000000000193,0.42842999999999876,0.09416000000000224,2.2617399999999996
454,455,1333.3963562317456,12.053980025169604,14.243586264854844,14.521361109945383,-0.6900314048154313,170.0,21.448103081232496,0.0,0.04142588235294118,16.671527779418724,0.019128705841513494,1333.0812736787325,11.711738298155794,4.22015147539787,3.828824147223685,0.15146747761355073,3.1551831443392215,8.265087450264748,1.8463248773264906,0.013187564856613364,3.3828979132477714,9.725728734134774,1.9244504020066255,0.014445496385056336,3.0,GALAXY,0.0,24.6859,24.42948,23.22251,21.42725,21.52985,0.9983858,0.4866374,0.27428,0.1064457,0.424978,25.22024,23.86749,23.0138,21.1441,19.45643,0.8815269,0.69508,0.3912386,0.1248404,0.4366471,27.02372,24.80978,23.63307,21.15035,20.519,0.7941555,1.891392,1.595899,0.4047135,0.8371468,-0.5343400000000003,0.5619900000000015,0.20870999999999995,0.2831499999999991,2.0734199999999987
