,ra,dec,type,type_name,type_label,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z
0,241.69921994845,30.6649767867948,6,STAR,1,24.65306,25.20144,24.86724,25.36366,20.98298,0.7188189,0.4627456,0.5495142,0.333352,0.3840388,21.16535,25.49501,22.41182,25.58457,20.93403,0.5987223,0.889048,1.145605,0.3635747,0.2376718,22.15069,25.12215,24.7771,25.88285,22.6862,0.3018624,0.9388598,1.159931,0.5343656,1.151346
1,241.701085337684,30.685613702865,3,GALAXY,0,23.01468,23.29932,23.11602,22.70989,22.09827,0.3210302,0.1742309,0.2291963,0.2094855,0.4093436,20.10958,22.85854,22.10706,21.71078,20.94823,0.3012787,0.2253925,0.2861962,0.1883444,0.4019468,21.61323,22.81721,22.13509,23.19954,21.80518,0.4657239,0.4529496,0.5192856,1.852133,2.059915
2,241.736079657667,30.6337072275384,6,STAR,1,24.03315,24.0906,23.68147,22.89926,22.98554,0.6588792,0.4280721,0.4660211,0.2502111,0.6533359,24.13283,23.93206,23.59262,22.83515,20.97394,1.868276,0.9215102,0.8875083,0.329426,3.825226,24.20112,24.29378,23.83642,23.15601,22.80738,0.9282779,0.6518434,0.7405306,0.546402,1.031109
3,241.745179847235,30.722792458161,3,GALAXY,0,23.1128,22.38086,21.90318,21.50099,21.78105,0.5330547,0.08145636,0.08209521,0.07560722,0.3358575,22.21719,21.61492,20.57681,20.37563,21.10723,0.3521325,0.08830027,0.08294833,0.06180603,0.4907274,22.50921,21.91721,20.88254,20.34261,28.15543,1.046421,0.2594678,0.1279832,0.1491466,0.04387749
4,241.75089479831,30.7694365731642,3,GALAXY,0,24.76296,23.00852,21.60143,21.08833,20.52819,0.6924925,0.1362753,0.0645008,0.05501696,0.1253378,21.64499,22.17123,20.99445,20.36318,19.90748,1.905863,0.1465323,0.06143137,0.05552934,0.1204732,22.18597,22.19453,21.13751,20.41438,19.59915,0.804929,0.2607563,0.1788339,0.1245447,0.3058815
5,241.756992347274,30.7733312997765,6,STAR,1,23.14161,22.36247,21.62426,21.73582,21.31541,0.3478694,0.07987022,0.06570302,0.09176985,0.2386444,23.13433,22.41166,21.64252,21.71829,21.02133,0.3872974,0.09747769,0.0700068,0.09709907,0.3273736,23.92877,22.47769,21.9377,21.92355,21.27868,1.277833,0.147662,0.1501632,0.2117674,0.464801
6,241.771795760773,30.6402277994329,6,STAR,1,18.80328,17.53638,16.99577,16.79572,16.71816,0.02060233,0.01245969,0.0125644,0.01830848,0.01991332,18.81849,17.51982,16.98883,16.79517,16.7066,0.0182808,0.005188587,0.005008053,0.005558893,0.01049602,18.87908,17.56882,17.03989,16.85434,16.77837,0.02130974,0.004179163,0.003664001,0.004034142,0.011505
7,241.775616373049,30.7983784961124,3,GALAXY,0,23.31329,23.36904,22.78375,22.29005,21.65001,0.3980942,0.1829834,0.175634,0.1462156,0.3066679,19.75932,23.01451,21.8362,21.71237,20.33929,0.3485979,0.2615225,0.2796404,0.1674953,0.4553765,21.5299,23.08125,21.89772,21.77089,20.14784,0.3357646,0.5740543,0.3239519,0.4250885,0.3971619
8,241.779053294922,30.8005218813407,6,STAR,1,20.26463,19.30694,19.01121,18.93687,18.94095,0.04060837,0.01495324,0.01526369,0.02081069,0.03814287,20.2525,19.29892,18.98696,18.91294,18.91067,0.04338797,0.011567,0.01100696,0.01234247,0.03889659,20.26942,19.34126,19.04323,18.94509,18.96118,0.0614264,0.01263776,0.01422275,0.01833145,0.07179054
9,241.779972526442,30.8099269856323,6,STAR,1,20.40851,17.80173,16.39685,15.7501,15.37518,0.04436456,0.01259693,0.01240976,0.0181238,0.0187341,20.43323,17.80739,16.40124,15.73466,15.37319,0.04890492,0.005763962,0.004454528,0.004738962,0.005964905,20.4949,17.85298,16.4579,15.79606,15.43502,0.07288592,0.00473212,0.002581877,0.002160216,0.004599932
