,ID,Center_x,Center_y,Width,Height,Orientation,RA,Dec,Area,Mean_Intensity,Min_Intensity,Max_Intensity,Magnitudo,Eccentricity,Weighted_centroid_x,Weighted_centroid_y,Variance_x,Variance_y,Covariance,Intensity_x,mean_x,sigma_x,RMS_x,Intensity_y,mean_y,sigma_y,RMS_y,type_name,type_SDSS,type_ID,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,psf-cM_Mag_u,psf-cM_Mag_g,psf-cM_Mag_r,psf-cM_Mag_i,psf-cM_Mag_z
164,165,1215.9999999852187,670.9999999965285,7.316908662830184,13.378281139465523,-0.04278369988031197,236.90815336580496,34.548070476364224,69.0,49.084735686274506,0.0,0.04927686274509804,15.772633858179633,0.4530755792501978,1215.9462473001793,670.9439207006468,2.6824866926763207,2.9442761594546027,0.09525636432226747,2.7436259319228884,6.447468698910136,1.9915049575068773,0.0023694260294627,2.6970611979116472,6.515090796893598,1.8918697610536122,0.004038024368733711,6.0,STAR,1.0,21.42581,19.95514,19.23678,18.91813,18.79198,0.09511841,0.0205479,0.01894346,0.0185688,0.03659166,21.33861,19.92436,19.22435,18.89675,15.5464,0.09771375,0.01537862,0.01198045,0.01361499,0.03659043,20.4965,20.67429,18.62164,18.12393,16.75564,0.3688478,0.2009483,0.04761501,0.05383929,0.05767885,0.08719999999999928,0.03078000000000003,0.012429999999998387,0.02138000000000062,3.2455799999999986
186,187,1350.6190002797757,39.657882415184,8.880663947859315,11.726303993954183,0.11268563950113306,236.8739079315652,34.48293695410269,84.0,26.537052955700794,0.0,0.039842352941176475,16.440368272268124,0.2426715227203743,1350.4460044966643,39.763774220098384,5.317261227173731,5.2972575991184385,-0.10136358822637703,1.6541020025409487,7.316438209010164,3.4932206939023294,0.005199645446074263,1.6270397732354465,6.863707659484814,3.402481774397934,0.005199791655527938,3.0,GALAXY,0.0,22.00016,21.42412,20.90891,20.61697,20.25838,0.1481769,0.0409851,0.03856986,0.04732468,0.1123293,19.15107,19.43622,18.42342,18.64513,17.83823,0.1065115,0.03068434,0.02408784,0.03662057,0.09083521,20.13085,19.3003,18.84492,18.69365,18.43162,0.2976862,0.06365701,0.06568006,0.1483118,0.3841162,2.8490900000000003,1.9878999999999998,2.4854899999999986,1.9718399999999967,2.4201499999999996
110,111,749.6422350578675,809.7163069861944,12.952917875830362,12.004317973454407,0.6513393518210145,236.86815150581913,34.59024691694347,129.0,28.538861873638343,0.0,0.04958235294117647,16.36140837621867,0.07323445662741412,749.5149789687764,809.7012091609853,8.070766687393188,8.273513079737313,0.2030951277120039,2.4590892956227686,8.093087977716822,4.1950948666321715,0.0048286848480488045,2.369113716880218,8.042374676614351,4.404912837645736,0.005466684806123848,3.0,GALAXY,0.0,22.74587,21.17772,20.68283,20.44316,20.15794,0.2930603,0.03629575,0.0331451,0.04163148,0.1127281,20.75604,19.51683,18.96073,18.80005,18.54429,0.2317226,0.02665896,0.01991604,0.02628403,0.08776605,20.77125,19.53206,18.99997,18.9119,18.62356,0.3080361,0.04547101,0.03506447,0.07102185,0.1986719,1.9898300000000013,1.660890000000002,1.7220999999999975,1.64311,1.6136499999999998
11,12,69.08151246871758,1127.6552430762824,8.690969236454196,5.531677698990125,0.2386402812421289,236.81865297580381,34.66212292288821,34.0,18.794680052287582,0.0,0.030143529411764704,16.81491265754484,0.363514292998812,69.05266308647488,1127.3039006612114,2.8397952567411267,1.6389572371263057,0.8135403647611383,-0.6831239085578956,4.509919876231536,-1.7371301959219012,0.0007147328456925952,-0.8836889726829046,5.3357633155304045,-2.1824995904057323,0.0035193806756444426,3.0,GALAXY,0.0,23.00908,22.47591,21.61522,21.16049,21.23089,0.3467591,0.09273406,0.06523323,0.07302658,0.2717963,22.3169,21.47884,20.96933,20.36442,19.62223,0.2863361,0.1034024,0.05942884,0.06727043,0.2643498,22.10613,21.54374,20.90619,20.549,19.68091,0.8919971,0.2235556,0.1923083,0.2514047,0.4140519,0.6921800000000005,0.9970699999999972,0.6458900000000014,0.7960700000000003,1.6086600000000004
153,154,1119.9999999868644,4.00000000003916,3.7765982551713044,9.301247486124893,0.005130956356442328,236.8460722899422,34.49444966697072,21.0,40.96889725490196,0.0,0.005014901960784314,15.968864314095445,0.5939686304654259,1119.9467160824563,3.954736377255906,1.2835636013187468,1.3616628434421418,0.035468871627927,1.0586047019692335,4.218658942751955,1.8654953086677455,0.0016190292894962847,1.0909666952709425,4.513392728281648,1.7740762496446103,0.0005156749512584795,3.0,GALAXY,0.0,24.05107,24.98051,23.22351,21.95593,21.44827,0.6702949,0.4756246,0.2496385,0.1444111,0.3090004,24.24828,19.76365,22.92968,21.40428,19.89988,0.8923663,0.9508196,0.2547067,0.1646922,0.4881549,25.98664,23.43543,23.26988,21.35968,20.17354,1.356491,0.7528654,0.995904,0.3242215,0.4074957,-0.19721000000000188,5.2168600000000005,0.2938299999999998,0.5516499999999986,1.5483900000000013
188,189,1356.1702127659576,1060.9787234042553,8.066211897137158,7.3915923270225425,0.02521010137206671,236.95363007892857,34.57404059971436,47.0,27.291160859010272,0.0,0.027047450980392154,16.4099449768806,0.08363524027357261,1356.1347457271625,1060.860090087885,3.553447487298399,2.718297358835116,-0.040051486575976014,-1.1422250548356796,5.2518875789598365,-2.9371713608137133,0.0008984240469654122,1.410018009998879,5.871459248009419,3.837552200613444,0.0029808913153899865,3.0,GALAXY,0.0,23.04554,22.08279,21.18785,21.04209,20.74286,0.3577493,0.06950503,0.0474107,0.06650151,0.1724565,21.03755,20.2602,19.7266,19.30168,19.37534,0.1930742,0.0437361,0.03250705,0.06469344,0.1343509,21.25355,20.36831,19.76539,19.35913,20.08657,0.3650221,0.07576764,0.04280369,0.08300827,0.601133,2.0079899999999995,1.8225899999999982,1.4612499999999997,1.7404100000000007,1.367519999999999
83,84,582.7396449704142,1309.6272189349113,20.916977550102427,10.537078860456647,0.009551764769640968,236.88872638597906,34.64567101063064,169.0,21.90227499245852,0.0,0.03858274509803922,16.6487769314663,0.49624276092388653,582.6458085506769,1309.8830144831284,9.694407156843226,17.866233991459012,-8.177114414633252,2.015977038383702,13.96987805542648,3.185835203557497,0.009914745004026506,-1.7500634585410912,10.46743719946759,-3.3426631476782087,0.009303449499938313,3.0,GALAXY,0.0,21.72715,20.87837,20.54347,20.40161,20.11626,0.121166,0.03008579,0.03079734,0.03997375,0.1050567,19.89864,19.18343,18.97884,18.75102,18.7557,0.08471113,0.01670323,0.01793041,0.02520918,0.117113,19.96254,19.21349,18.94501,18.75236,18.95781,0.1515616,0.03755173,0.0342752,0.06460641,0.292249,1.8285100000000014,1.694939999999999,1.5646299999999975,1.6505900000000011,1.3605599999999995
87,88,606.5341040534468,1079.892937767601,19.810887126432178,16.476238311571485,0.4631356419455193,236.87350642806848,34.62357595834097,271.0,28.829557517877745,0.0,0.048481176470588236,16.3504050580096,0.16832405301080744,606.4921856678478,1079.9347872249311,11.352155772270635,14.503112168284133,1.464305517845787,4.531513232692258,12.504582079236144,3.5610242660277263,0.024510376671677974,3.9640857448899096,10.790105275265537,3.2651627939502927,0.022097634078108365,3.0,GALAXY,0.0,22.68231,20.65229,19.34027,18.8494,18.50287,0.3736807,0.02690428,0.01942521,0.01829929,0.03151848,20.91828,19.24856,18.03448,17.49464,17.19624,0.2153679,0.01863685,0.009398439,0.009707442,0.02318013,20.91554,19.33162,18.063,17.56251,17.26032,0.412388,0.047562,0.02823747,0.0378827,0.06929478,1.7640300000000018,1.4037299999999995,1.3057900000000018,1.3547599999999989,1.306630000000002
16,17,88.23076923076923,1153.0384615384614,6.957168414477859,4.766767039369682,0.0035386279474790947,236.82270712773112,34.663176934737166,26.0,17.786729411764707,0.0,0.03647137254901961,16.874759754439594,0.31484093019078774,88.25980543556416,1153.00424568719,1.1814044962193293,2.382972478866577,-0.2752371217648033,0.905343169847209,6.159895573173612,3.039206746171607,0.00216882221950916,-0.5669088474720795,5.225323311796026,-1.6228981260882436,0.0007958791290358754,3.0,GALAXY,0.0,22.51839,22.81439,21.71019,21.49779,20.96555,0.2324479,0.1227448,0.07043295,0.09705266,0.2183415,20.99014,21.94372,21.13981,20.75191,19.67381,0.2271838,0.1231994,0.08118858,0.09322467,0.2065706,21.90584,22.19676,21.22292,20.84371,20.18062,0.3617946,0.2186203,0.1419986,0.1746359,0.3603374,1.5282499999999999,0.8706700000000005,0.5703800000000001,0.7458799999999997,1.2917400000000008
148,149,1085.6425521267695,1281.833406941862,17.655468172449385,5.797803357531136,0.5360893875835165,236.94132535936913,34.6110863163897,49.0,29.02166178471389,0.0,0.04086039215686275,16.343194308547524,0.671614295304932,1085.7489465166095,1282.1723187922892,3.0910192059818655,3.178130378946662,-0.1686241168063134,1.5102542585010812,5.912321922067507,2.899949179923137,0.002248399165920659,1.3740535123399478,6.5603427997138315,2.9146419828785346,0.0008771493936763391,3.0,GALAXY,0.0,22.50945,21.42592,20.94928,20.71039,20.37381,0.2303342,0.04252728,0.03991658,0.05069017,0.1280154,21.65454,20.55992,20.06753,19.81413,19.09191,0.2035267,0.03658499,0.03237942,0.04495316,0.1497742,21.82604,20.65506,20.04271,19.89299,19.2162,0.4614056,0.07273299,0.08055814,0.09964319,0.1987278,0.8549100000000003,0.8659999999999997,0.8817500000000003,0.8962600000000016,1.2819000000000003
