,ra,dec,type,type_name,type_label,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z
0,239.724444813776,14.9262021354461,6,STAR,1,20.80534,19.90817,19.49902,19.3842,19.27083,0.06339252,0.02173622,0.0166612,0.01937649,0.04736079,20.821,19.91142,19.50805,19.40088,19.28489,0.06833489,0.01502434,0.0135659,0.01569092,0.04900984,20.88933,19.95196,19.55145,19.45453,19.38452,0.1043456,0.01897395,0.01896974,0.02450506,0.09029143
1,239.727219976617,14.8996042986753,6,STAR,1,23.33954,23.11796,23.6033,22.65882,22.05077,0.4505033,0.1591187,0.2786567,0.1833895,0.4174239,20.23299,23.16108,23.36353,22.42166,19.59656,0.2838287,0.1758083,0.311509,0.2021376,0.355346,23.64494,23.85281,23.99259,22.57654,21.11439,2.388402,0.5382816,0.8323637,0.6425424,0.5470573
2,239.730113246623,14.930553056824,6,STAR,1,23.73919,24.48016,23.44204,21.94182,21.30763,0.5833573,0.4210232,0.2478021,0.1007288,0.2487146,22.58559,22.08659,23.18578,21.99204,20.90124,1.318392,0.9543064,0.2746831,0.1109713,0.2738982,22.47476,23.44922,23.73738,21.95095,20.94702,1.026171,0.8354771,1.317155,0.4206795,0.7468092
3,239.73929931644,14.9413370642748,3,GALAXY,0,21.36765,20.53887,20.19895,19.97344,19.88118,0.09421639,0.02654669,0.02196066,0.0246474,0.07612384,21.15631,20.19285,19.69868,19.481,19.41957,0.09628732,0.02028438,0.01857904,0.02018403,0.0844102,21.0318,20.20857,19.73678,19.52409,19.41577,0.1709898,0.03272933,0.03154393,0.03757097,0.1380256
4,239.740866928566,14.8890569185122,6,STAR,1,19.46316,17.91716,17.16361,16.83235,16.66707,0.03057592,0.0177219,0.01242227,0.01425817,0.01548187,19.45651,17.92567,17.16684,16.84188,16.67176,0.02847635,0.005747425,0.005342871,0.005389258,0.009139095,19.48627,17.97629,17.2128,16.88695,16.73235,0.03407452,0.005144222,0.003810529,0.003812808,0.01018095
5,239.743584231707,14.8443179205127,3,GALAXY,0,23.05443,23.50331,23.87261,23.43029,22.21696,0.3654506,0.2173445,0.3326167,0.3260756,0.4581081,20.98721,22.63416,21.16378,21.8384,22.26981,0.2519197,0.2664507,0.450078,0.3147914,0.5439764,21.38574,23.71146,22.48562,21.86934,23.46566,0.3098987,0.9268167,0.4901957,0.4149745,1.78583
6,239.751230547805,14.8873567174936,6,STAR,1,23.89431,24.31418,22.54837,20.44661,19.27104,0.3770497,0.3877253,0.119737,0.03217319,0.04741345,21.7874,24.33297,22.54763,20.46412,19.24126,1.733818,0.4660215,0.1301225,0.0325496,0.04851303,24.10137,24.52629,22.90978,20.65064,19.27751,1.0701,0.6254749,0.2767479,0.05744539,0.07298441
7,239.764543340972,14.9975880185568,6,STAR,1,23.64518,23.25564,22.10189,21.47192,21.12046,0.5535221,0.1784763,0.08263714,0.06815378,0.2113373,22.55987,23.10977,22.10562,21.50674,20.28631,0.6178964,0.23781,0.1065723,0.08782285,0.263204,23.5135,23.16902,22.20207,21.54963,20.73151,0.8332361,0.2514983,0.177086,0.1326449,0.2718811
8,239.769876256916,14.8355899477668,6,STAR,1,16.8034,15.50742,15.00031,14.7918,14.73326,0.01759945,0.01723121,0.01204375,0.01394744,0.01370979,16.78469,15.51011,14.99206,14.81598,14.73232,0.007501922,0.003536911,0.004199755,0.004436016,0.004631997,16.83266,15.56171,15.03947,14.86262,14.79638,0.006907305,0.001899746,0.001509278,0.001534468,0.003253987
9,239.773305062978,14.8987460336884,6,STAR,1,20.21228,19.3752,19.12291,19.02614,19.01619,0.0443096,0.01972635,0.01512326,0.01747922,0.03931807,20.1845,19.38017,19.12144,19.03057,18.97992,0.04483261,0.01109242,0.01101019,0.01253761,0.03939948,20.28849,19.43109,19.16945,19.06586,18.97795,0.06457628,0.01324872,0.01408935,0.01804773,0.06414543
10,239.777288568244,14.9058556391207,3,GALAXY,0,23.98884,24.54365,22.95433,22.08546,21.18102,0.6768931,0.4370734,0.1684279,0.1123167,0.2236447,22.82917,22.26202,22.76666,21.67384,20.72425,0.6508814,0.6799351,0.2808198,0.1470758,0.4511757,23.83103,23.99862,22.80466,21.66057,20.84822,1.779484,0.6818114,0.3748806,0.1999951,0.4185147
11,239.780266642229,14.9995436941335,6,STAR,1,19.56549,18.69611,18.33234,18.14329,18.12955,0.03192519,0.01840654,0.01337376,0.01558783,0.02324419,19.56893,18.69269,18.33395,18.12433,18.16015,0.03032864,0.007872709,0.007756356,0.007985092,0.02156361,19.62735,18.74482,18.3756,18.1708,18.22621,0.03772041,0.008074176,0.007863909,0.009269576,0.03270615
12,239.781770542065,14.9530859836778,3,GALAXY,0,23.65981,22.81501,22.21362,21.87153,22.20454,0.5624427,0.125283,0.09098044,0.09374056,0.4431919,20.73569,22.61157,21.67327,21.52647,20.9157,0.6797411,0.1475538,0.09551178,0.1298196,0.3924634,22.26022,23.36842,21.6798,21.65428,22.7796,0.527768,0.7402965,0.1836023,0.3256911,1.64256
13,239.782623656542,15.0549921293037,6,STAR,1,23.47313,23.32799,21.79314,20.34672,19.54243,0.4960802,0.1849083,0.06375276,0.03044554,0.05743124,23.8308,23.35164,21.79951,20.30131,19.55296,0.6553774,0.2525308,0.06802943,0.02972513,0.06058678,25.20925,23.31716,22.06074,20.31712,19.54857,1.277182,0.3477309,0.2320503,0.05356868,0.115049
14,239.78657076861,14.9890283735553,3,GALAXY,0,23.9991,23.90948,23.00299,22.82907,21.9722,0.6784853,0.2985255,0.1752931,0.207241,0.7132055,21.81071,23.90494,22.71256,22.2541,20.86602,0.7192178,0.3428805,0.1932866,0.2773884,0.6710119,21.81813,30.4041,22.70635,22.27404,20.57623,0.5899361,0.03469482,0.5957854,0.7702779,0.6737675
15,239.790253419406,15.0251603857101,6,STAR,1,23.98323,22.96687,21.83341,21.45254,20.9234,0.6732586,0.1393795,0.06620417,0.06702581,0.1785171,24.26622,22.90463,21.54302,21.48787,20.77578,0.8436089,0.152233,0.08752535,0.08479264,0.2242878,27.90673,23.12643,21.54475,21.80799,21.21368,0.7470231,0.4397803,0.1603695,0.3024647,0.6751095
16,239.790439655452,14.9488131919178,6,STAR,1,23.10462,20.7144,19.29416,18.54228,18.08978,0.3826525,0.09988841,0.09905042,0.0387287,0.06577972,23.15961,20.68412,19.28596,18.5507,18.07242,0.5703679,0.0254517,0.01220184,0.009824745,0.02051913,23.08053,20.7323,19.32398,18.60282,18.14854,0.6778707,0.174047,0.2189332,0.08569764,0.1308607
17,239.795914695099,14.875936220592,6,STAR,1,17.30767,16.31945,15.92203,15.76998,15.72331,0.0183558,0.01730054,0.01212221,0.0140246,0.01418765,17.30118,16.29497,15.91187,15.78016,15.72809,0.009343089,0.003760479,0.004385817,0.004673112,0.006163337,17.3414,16.34606,15.95773,15.82502,15.78853,0.009012645,0.00266299,0.002185517,0.002304886,0.005617799
18,239.79624358481,15.0410201636742,3,GALAXY,0,23.21624,23.14575,22.18859,21.66899,21.30142,0.413404,0.160394,0.0883332,0.08030654,0.2425036,22.24623,22.99202,21.98515,21.49705,21.20969,0.5486754,0.1823877,0.1238936,0.116821,0.2878673,22.99424,23.20822,22.124,21.64112,21.94114,0.7503394,0.3556618,0.2076099,0.1977778,0.9043972
19,239.802501822935,15.0064929196468,6,STAR,1,23.37093,24.47199,23.71828,22.4404,21.68854,0.4655345,0.4193475,0.3030865,0.1510195,0.32409,20.58511,24.32749,23.37995,22.47202,21.80307,0.4057741,0.6078641,0.385058,0.1652312,0.3826411,23.66198,24.09944,23.7487,22.95182,22.85242,0.8780726,0.4009075,0.9334442,0.8141811,0.9219264
20,239.803180867026,15.0256552378925,6,STAR,1,25.20064,22.94379,22.06735,20.73063,20.04493,0.685282,0.1367185,0.0801401,0.03871238,0.08539842,25.28477,22.98412,21.93769,20.73502,19.94902,0.6783679,0.1468999,0.1133263,0.04754493,0.102163,24.46374,24.11632,22.17741,20.86114,20.27322,1.69111,0.7804667,0.216895,0.09399317,0.2212114
21,239.804012530308,15.0216000453253,3,GALAXY,0,23.39271,23.18738,22.49477,22.38111,22.02518,0.472226,0.1677191,0.1145106,0.1442621,0.4010959,23.11258,22.61059,21.92883,21.94685,21.03147,0.5668004,0.2853288,0.1212739,0.1880324,0.6173202,23.85073,22.99494,22.19181,21.76498,20.97777,1.610145,0.3437992,0.2539638,0.2781668,0.5166835
22,239.806340344665,14.9307164783568,3,GALAXY,0,25.81439,24.69219,23.28371,21.90499,20.76306,0.4642224,0.4659502,0.2208937,0.09615186,0.1566603,25.86675,21.56783,20.30892,21.64288,20.7476,0.4395133,0.674344,0.1804042,0.09965099,0.190561,25.19999,24.50299,22.75428,21.67014,20.41972,1.780118,1.046116,0.4161552,0.232827,0.3035617
