,ID,Center_x,Center_y,Width,Height,Orientation,Area,Mean_Intensity,Min_Intensity,Max_Intensity,Magnitudo,Eccentricity,Weighted_centroid_x,Weighted_centroid_y,Variance_x,Variance_y,Covariance,Intensity_x,mean_x,sigma_x,RMS_x,Intensity_y,mean_y,sigma_y,RMS_y,type_name,type_SDSS,type_ID,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,psf-cM_Mag_u,psf-cM_Mag_g,psf-cM_Mag_r,psf-cM_Mag_i,psf-cM_Mag_z
287,288,1160.2307692307693,1273.7692307692307,6.472393979510851,5.15342801599125,0.006663384086770468,26.0,11.117507764705882,0.0,0.048138039215686275,17.38498139639585,0.20378332463922133,1159.952400056484,1273.755219611071,1.1727218788582832,2.0790446989703923,-0.2197748136240989,-0.6826731915642856,5.209345725250785,-2.3015869419593415,0.0053615511944990766,-0.4257883440273416,4.251124052081295,-1.0321485586267558,0.003482282659060194,3.0,GALAXY,0.0,23.6201,23.33565,22.43609,21.76362,22.74166,0.4932667,0.1738418,0.1176243,0.1079881,0.7566677,20.05162,23.04507,21.74785,21.77316,17.46934,0.3064108,0.190727,0.1367591,0.1187722,0.3088937,21.73658,22.85567,21.52511,21.44397,22.35824,0.7637256,0.6291411,0.3358261,0.701013,4.124751,3.568480000000001,0.29058000000000206,0.6882400000000004,-0.009540000000001214,5.272320000000001
3,4,15.311144834628143,400.23646396327996,8.858352715696016,8.277222152131058,-0.5820043251479817,61.0,12.660676078431372,0.0,0.03941607843137255,17.243857756078576,0.0656025541334857,14.687081819630563,399.9991980411093,1.936399616652892,2.3049224060669076,-0.061418141402100446,0.9630158093538836,6.354589216304972,1.6001869636056427,0.004656338076585495,-0.8973050985635849,6.278635334621743,-1.4226861105303286,0.00029520808315547153,3.0,GALAXY,0.0,23.54902,23.1521,22.78182,22.9352,23.01636,0.791618,0.150701,0.1577454,0.2964855,0.7431096,22.18887,21.05828,21.0062,20.89826,19.13656,0.4658384,0.1105117,0.133791,0.2010428,0.7042,21.77957,21.45655,21.18659,20.88084,21.13195,0.4946822,0.1320453,0.1846102,0.2487969,7.029577,1.3601499999999973,2.093820000000001,1.77562,2.0369399999999978,3.8797999999999995
8,9,38.35966833840787,390.6401761682275,7.3199654702912955,8.023498383077987,-0.7812218210585696,49.0,9.640011396558624,0.0,0.0377643137254902,17.539806131669376,0.08768405989468164,37.98234228672704,390.6043669744867,3.194200034902906,3.2567199891491327,0.12060939025650441,1.0677490407098282,5.75278206882526,8.972774362287465,0.0013358171787005166,0.39138713147062437,5.070249007853298,2.435813765175048,0.0009084784508537306,3.0,GALAXY,0.0,23.54902,23.1521,22.78182,22.9352,23.01636,0.791618,0.150701,0.1577454,0.2964855,0.7431096,22.18887,21.05828,21.0062,20.89826,19.13656,0.4658384,0.1105117,0.133791,0.2010428,0.7042,21.77957,21.45655,21.18659,20.88084,21.13195,0.4946822,0.1320453,0.1846102,0.2487969,7.029577,1.3601499999999973,2.093820000000001,1.77562,2.0369399999999978,3.8797999999999995
283,284,1147.1048727783177,138.26423148842966,5.658187958206944,9.35007452066678,0.10364557397950018,40.0,19.089699694989108,0.0,0.035539215686274515,16.798002258878974,0.39485103079120243,1146.8988197043313,138.08080619472176,2.750889570917934,2.1773779288414516,-0.3266928641824052,-0.6489311449672004,5.552087407591968,-1.9328706100621662,0.0020043696264751953,-0.8430792914518228,5.184523946410096,-2.265441564220745,0.0013125711261126086,3.0,GALAXY,0.0,23.82595,22.62502,22.08328,21.54849,21.33981,0.5436862,0.09633619,0.08835495,0.09064531,0.366045,23.4288,21.60531,20.69063,20.67873,17.87178,0.6637948,0.08186767,0.07602809,0.09418026,0.3522249,24.50758,21.67096,20.76483,20.76847,19.64351,4.47943,0.2223087,0.1797577,0.3473428,1.079819,0.3971499999999999,1.01971,1.3926499999999997,0.8697599999999994,3.468029999999999
35,36,84.33333333333333,1052.4871794871794,7.724286105010473,6.5626074889636,-0.018964871978965542,39.0,5.891061960784314,0.0,0.03908,18.074516023585577,0.15039300723122273,84.09896481430897,1052.2655067090216,3.095664822820254,2.3368153790943325,0.7718389410583768,0.31023153498129996,3.767392492096541,2.156403041726858,0.0034336686939081236,0.21121546853638443,5.104507180686064,1.0386604054768351,0.0030725668714555593,3.0,GALAXY,0.0,25.72616,23.90484,23.07182,22.29684,23.74911,0.8293746,0.8746186,0.198638,0.1738934,0.5447804,25.72372,23.80426,22.74829,21.72071,20.33755,0.4563751,0.3554385,0.261957,0.1846474,1.137221,26.13424,25.52047,22.60001,21.39907,21.55077,1.171533,1.247297,0.5030558,0.4340146,2.002739,0.0024399999999999977,0.10058000000000078,0.3235299999999981,0.5761299999999991,3.4115600000000015
23,24,63.0,1039.4642857142858,5.9982990786334325,5.9521904731427595,-0.0,28.0,7.422835450980392,0.0,0.03524941176470588,17.823575416893682,0.007686946730435018,62.73096764399359,1039.3048646237207,1.3695747799429228,1.7940834930632263,0.03472359864099417,0.3384298462938023,5.348030345931509,1.3946353334924506,0.0004334994233757895,-0.264612069410982,5.2438668074359365,-1.49405517705847,0.0024597218170798307,3.0,GALAXY,0.0,25.72616,23.90484,23.07182,22.29684,23.74911,0.8293746,0.8746186,0.198638,0.1738934,0.5447804,25.72372,23.80426,22.74829,21.72071,20.33755,0.4563751,0.3554385,0.261957,0.1846474,1.137221,26.13424,25.52047,22.60001,21.39907,21.55077,1.171533,1.247297,0.5030558,0.4340146,2.002739,0.0024399999999999977,0.10058000000000078,0.3235299999999981,0.5761299999999991,3.4115600000000015
14,15,43.427514645851105,1089.294689300082,9.604750320427156,8.742820974171778,0.016636337508333963,69.0,8.852181612200436,0.0,0.03752705882352941,17.632374211566137,0.08973990135092291,43.06516532373921,1088.7926491682517,2.4354152558876194,2.5273760471027344,-0.01807686781830853,-0.7339536083458206,6.065559187535504,-1.2344571773249946,0.0011462125625660718,0.6975300944715626,6.625978614236979,1.291775381583772,0.000892775352410896,6.0,STAR,1.0,24.6534,22.28787,21.78057,21.32851,22.13855,0.6721236,0.07436634,0.06797885,0.07618467,0.629734,21.91682,22.21851,21.64606,21.15908,18.74763,0.868793,0.07616743,0.07008885,0.08447501,0.6544386,24.50932,22.35065,21.91387,21.25183,20.56042,1.319438,0.1276961,0.1509153,0.1489574,0.5515983,2.73658,0.0693600000000032,0.13451000000000235,0.16943000000000197,3.3909199999999977
18,19,55.601957491872646,635.9143483086523,6.019977377438192,5.252647996781449,-0.3873334745867019,26.0,15.16990945882353,0.0,0.03183294117647059,17.04754252819973,0.12746383126497407,55.28406476316145,635.3542960653191,1.2334271875902232,1.1176177590969019,-0.1912434246914927,-0.5992354373842843,4.660351931067707,-1.4665638534028778,0.0005603762549013555,-0.6313416809300758,4.776792236044137,-1.5382509151514443,0.0013214235742937295,6.0,STAR,1.0,24.20577,22.93121,22.14022,21.66768,21.66805,0.6261419,0.1256072,0.09141131,0.1017243,0.4672015,24.38901,22.84887,21.84128,21.66698,18.58492,0.6856549,0.1839774,0.1031814,0.1128784,0.3332325,27.59867,23.11835,22.04856,22.02674,20.71161,0.2119098,0.3040987,0.2083182,0.3638108,0.5968937,-0.18323999999999785,0.08233999999999853,0.2989399999999982,0.0007000000000019213,3.0831300000000006
131,132,483.9473096793321,44.26034570191645,12.222900461516524,9.362079021723083,-0.7431909465145454,95.0,12.649987011764708,0.0,0.07488784313725491,17.244774800987564,0.23405422050197167,483.7035598247765,44.0437489005669,4.646308742405381,5.244639417152712,-2.0397107234857685,0.8320389672648592,7.6792451086010205,2.1501845559632775,0.004381416706871694,0.9423188882934269,6.981069327893727,2.0409291650196173,0.0027380439657050944,3.0,GALAXY,0.0,24.79698,22.37085,21.70314,21.42086,21.70281,0.6653754,0.0795037,0.06597514,0.08395682,0.4664908,20.48467,20.86988,20.63238,20.26664,18.65392,0.4137357,0.08562871,0.07934575,0.08643169,0.3515725,21.80817,21.29249,20.79016,20.30188,19.51045,0.4723025,0.1189408,0.1328885,0.1507061,0.3356879,4.31231,1.5009700000000024,1.07076,1.1542200000000022,3.04889
88,89,243.27105730905595,538.2308153181148,13.47113251478171,4.885317019019824,-0.5924752921806207,49.0,5.417888880966529,0.0,0.08570196078431373,18.165424766104096,0.6373491973552168,243.1299639154724,538.5254748571585,6.2029168299923185,10.653704409836791,-6.961875055829296,0.3912418337866775,6.388805139627353,5.373985545186981,0.005189989625143152,0.12998019174496245,3.5854604505028362,0.8169844030872785,0.0013342054195382485,3.0,GALAXY,0.0,24.02479,23.78333,22.93352,23.11149,22.48936,0.5884822,0.2483838,0.1782156,0.3377421,0.7233651,20.93958,19.89483,21.93786,19.18026,19.55557,0.5549276,0.1512386,0.2064957,0.1830226,1.147996,22.31074,22.33765,21.98263,21.00657,20.61475,0.7348258,0.29149,0.3758062,0.2788228,0.8965669,3.08521,3.8885000000000005,0.9956600000000009,3.9312299999999993,2.933790000000002
