,ID,Center_x,Center_y,Width,Height,Orientation,Area,Mean_Intensity,Min_Intensity,Max_Intensity,Magnitudo,Eccentricity,Weighted_centroid_x,Weighted_centroid_y,Variance_x,Variance_y,Covariance,Intensity_x,mean_x,sigma_x,RMS_x,Intensity_y,mean_y,sigma_y,RMS_y,type_name,type_SDSS,type_ID,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,psf-cM_Mag_u,psf-cM_Mag_g,psf-cM_Mag_r,psf-cM_Mag_i,psf-cM_Mag_z
284,285,1086.8099404065033,638.567428966934,4.265759156312271,10.9407760159752,-0.3259109164795339,25.0,16.51230117647059,0.0,0.025777254901960787,16.955480996642866,0.6101045163447627,1087.015483104825,638.7782672249388,1.3093168453779072,1.6777976211742498,0.07280277169775218,-0.5368828348392964,5.366117095452244,-2.154354527295171,0.0018324512408305095,-0.5333908251764483,4.282323840689204,-1.8832521967614988,0.0011680071229175923,6.0,STAR,1.0,23.19332,22.26326,21.73758,21.50338,21.448,0.5725026,0.09272695,0.0872548,0.1300195,0.4370517,22.96652,22.29037,21.61217,21.35629,21.55931,0.7722657,0.1083303,0.08960181,0.1521541,0.5100943,24.4341,22.36427,21.88858,21.4846,23.55554,2.252751,0.2025582,0.2042455,0.2484518,3.530502,0.22680000000000078,-0.02711000000000041,0.12541000000000224,0.1470899999999986,-0.11130999999999958
260,261,1015.8490566037735,1297.9811320754718,8.873081669040152,7.632605960059477,-0.009392399567308746,53.0,17.815794733893558,0.0,0.038842745098039214,16.872986999259656,0.13980212909669565,1015.8976953270598,1297.8389963922928,3.1343850602861494,3.57239102688618,0.3833951607812196,0.8696862087930256,6.54004476057324,2.9297550727409902,0.0011179081329690532,0.813623778323144,6.4643138807524085,2.4972427059112805,0.001529311254988483,3.0,GALAXY,0.0,23.43044,22.67452,21.35757,20.81995,22.33094,1.032154,0.182108,0.07845777,0.08779588,0.7813395,23.52726,22.13577,20.9242,20.31728,22.3969,3.07314,0.2163035,0.08904271,0.1080012,3.316872,24.03366,22.29049,21.01563,20.38146,22.63393,4.151397,0.3554772,0.1545117,0.1472094,2.26342,-0.09681999999999746,0.5387500000000003,0.43337000000000003,0.5026699999999984,-0.06596000000000046
145,146,568.5,1391.5,6.324555320336759,6.324555320336759,0.013707783890401887,32.0,25.98838914509804,0.0,0.04047176470588235,16.463051597041623,0.0,568.7371951213883,1391.4149115033103,1.9180248139891773,1.5026923383120447,-0.11282055138144642,-0.7533863301382977,4.860546518547726,-1.59097779268169,0.00027050144125101276,1.1591004186099492,5.596666306180939,2.24558178679117,0.0013758824087492607,6.0,STAR,1.0,25.36292,22.29579,21.06594,20.61885,20.04811,0.9066419,0.09565873,0.05174252,0.05807219,0.1386533,25.59454,22.29168,21.00553,20.63109,20.10548,0.9789778,0.1056529,0.05187704,0.06751929,0.1483454,23.93193,22.56811,21.10856,20.74776,20.94363,2.636619,0.2738599,0.1097907,0.141643,0.6430175,-0.2316199999999995,0.004110000000000724,0.06041000000000096,-0.012240000000002027,-0.05736999999999881
4,5,33.00000000011587,63.18396859797798,10.6397210199749,10.947291146084847,5.887394772957873e-08,97.0,20.002912376470587,0.0,0.06086470588235294,16.74726691872156,0.028095546378150926,32.98153341052205,63.15898071413855,3.431233328829876,3.0762315575343564,-0.013605375154838839,1.8344685505087832,7.691120422399641,1.820549225712915,0.003039006968943635,1.8611045144475677,7.717233743741606,1.941045914183178,0.0014448191869516336,6.0,STAR,1.0,24.1487,23.061,21.23524,20.26008,19.27896,1.074196,0.18042,0.05629259,0.04207507,0.06818125,20.94632,21.43735,21.33054,20.36652,19.3361,1.225312,0.1190614,0.06286537,0.04626324,0.07369721,24.80731,21.88957,21.69426,20.67942,19.59327,1.499895,0.08839108,0.1139587,0.08150585,0.1183148,3.2023800000000016,1.6236500000000014,-0.09529999999999816,-0.10644000000000275,-0.05713999999999686
246,247,956.8837209302326,933.8837209302326,7.691735220200604,7.056903841871695,0.0137077838904019,43.0,21.917849934640522,0.0,0.041305098039215685,16.648005127216347,0.08253422149291711,956.8004075701895,933.9526025852109,2.428561396198347,2.5646907965419814,-0.11763440701179206,-0.8837113437314371,5.489019441348701,-2.329372561961918,0.002748398199975544,-0.9377384730150182,5.361721464431625,-2.290059859862467,0.002003287949716173,6.0,STAR,1.0,24.63128,22.18384,21.20774,20.65012,20.45431,1.125148,0.09174271,0.05669047,0.06323107,0.1919228,27.80714,21.91584,20.98093,20.55067,20.50551,0.9592059,0.1221534,0.06096013,0.06326944,0.2912629,28.2047,22.05158,21.06945,20.78731,21.55343,0.3258417,0.2163921,0.1458681,0.1948081,1.417651,-3.17586,0.2680000000000007,0.2268100000000004,0.09945000000000093,-0.05120000000000147
115,116,426.2758620689655,1231.4137931034484,6.278954609436002,5.818841337079276,0.008940581990948304,29.0,25.37154760784314,0.0,0.025610980392156864,16.489132602437675,0.07327864285963592,426.1785977772441,1231.3938895861138,1.6926661800243892,1.6606465366203338,-0.17720694933086634,-0.9229774017036511,4.939161887410717,-1.8738555652957727,0.0023282096269994735,-0.9110042982195943,4.712041747477968,-1.8456911243660885,0.00036000385413363265,6.0,STAR,1.0,24.64408,21.63611,21.16896,20.71037,20.33496,1.279164,0.05572299,0.05643729,0.07325161,0.3419281,24.04439,21.62489,21.09474,20.71394,20.38449,17.48744,0.08055603,0.06436376,0.08934972,0.1882244,24.43989,21.75196,21.02583,20.89147,20.68807,3.617054,0.16853,0.1440434,0.2502087,0.9212784,0.599689999999999,0.01121999999999801,0.07421999999999684,-0.003569999999999851,-0.04953000000000074
199,200,793.8260869565217,145.1304347826087,6.169252210295993,4.80595744641191,0.0012033590442840985,23.0,10.022500392156863,0.0,0.02069411764705882,17.4975597952113,0.22098217375662677,793.7752207784022,145.27587350752106,1.412214196054265,1.795463141563232,0.15020441703381948,-0.42411760725906633,5.088466244032358,-2.804349014078713,0.0006027285698420693,-0.3941411318966536,4.483825256855913,-2.424972571893979,0.0005433660507370451,3.0,GALAXY,0.0,24.57331,23.14837,22.27491,22.53027,21.74983,1.151724,0.1968378,0.1362491,0.3011121,0.5389451,24.93575,21.83451,22.12926,21.83372,21.79852,1.115793,0.1923319,0.150315,0.3054659,0.6387134,25.92748,22.5501,22.16382,22.81001,22.56116,1.532616,0.3179374,0.3087138,0.9451389,1.98398,-0.36243999999999943,1.3138599999999983,0.14564999999999984,0.696550000000002,-0.048690000000000566
36,37,114.1823762129946,95.82120002712479,10.730878384588298,17.462700691059645,-0.21727833941893784,155.0,15.963849411764704,0.0,0.07155098039215686,16.992155944005944,0.3854972049035823,114.44801902427447,95.94106272794915,15.031209998171107,4.7643330135197175,2.56603467453715,0.7531317141838545,7.559874814483546,2.6476136488932664,0.0034830372447781444,1.954411740009908,10.514342961300702,5.028793809912335,0.015005565326537509,6.0,STAR,1.0,24.49799,22.4101,21.57504,21.28353,20.92072,1.218227,0.1061038,0.09562396,0.1164546,0.3164783,24.28057,22.4273,21.50589,21.14967,20.95874,3.427413,0.1176014,0.1629431,0.2091865,0.5600166,24.21693,22.36563,21.69729,21.31001,21.41653,2.165712,0.2113118,0.217285,0.2423171,0.9402323,0.2174200000000006,-0.017199999999998994,0.06915000000000049,0.13385999999999854,-0.0380199999999995
112,113,394.446576450743,640.0601059475971,9.113214878955027,10.163442229939712,0.4515037011075278,77.0,27.269181350762526,0.0,0.10098470588235295,16.410819749588825,0.10333382403561053,394.4853832601781,640.0861961020883,2.84406248680898,2.6065332556609064,-0.21233736467547715,1.9050639952117983,6.674678421658637,1.8726114423504776,0.0026621710982316785,2.0717617316981225,7.130897732572435,1.925291480190755,0.0018536879135174025,6.0,STAR,1.0,21.68881,20.36456,20.04408,19.90709,20.12587,0.1674033,0.02237118,0.02484659,0.03634233,0.1486695,21.54438,20.38416,20.05973,19.91476,20.16169,0.1899122,0.024545,0.0296886,0.04718148,0.3091925,21.75259,20.50535,20.19719,20.0516,20.28479,0.3202577,0.03901004,0.04703162,0.0710249,0.3277024,0.14442999999999984,-0.019600000000000506,-0.015649999999997277,-0.007670000000000954,-0.03582000000000107
193,194,760.9090909090909,806.0909090909091,5.502816709244203,4.972652484064489,0.013707783890401877,22.0,27.452611764705885,0.0,0.08229333333333333,16.40354082921485,0.09634415485601922,760.8593597771674,806.1841411832162,1.439696257119067,1.3337818592553958,-0.1811894349521026,0.8199548528732049,5.1520318537791665,1.995821803560718,0.0010404505405650511,-0.8632941102931463,4.488443330266779,-1.8757948893530132,0.0005083070368485774,6.0,STAR,1.0,24.72139,21.84773,21.25954,20.90626,20.57445,1.13565,0.06500529,0.05889218,0.07725856,0.2125353,25.15587,21.85292,21.20656,20.91284,20.60883,1.134657,0.0709127,0.09105472,0.09188822,0.2286893,26.04057,21.89856,21.34748,20.92513,21.88312,1.187298,0.1344803,0.1270791,0.1512902,1.249613,-0.43448000000000064,-0.00519000000000247,0.05298000000000158,-0.006579999999999586,-0.0343800000000023
