,ra,dec,type,type_name,type_label,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z
0,241.459249879241,16.7224945980983,3,GALAXY,0,24.31452,24.3503,23.10171,22.10817,20.99261,0.7138742,0.3689103,0.1886519,0.1449106,0.2185223,23.54037,21.19931,22.74859,20.61705,19.80202,1.42787,0.3412479,0.2012966,0.1473824,0.2604305,24.27909,23.64729,22.62575,21.12272,20.39493,2.034756,0.5978633,0.5069827,0.2942505,0.4202745
1,241.477055046135,16.7641997856873,3,GALAXY,0,24.75245,24.11728,22.64049,22.15545,21.99012,0.7294942,0.3362702,0.1364537,0.1598079,0.4612752,24.84967,24.30264,22.57393,21.83152,22.09871,1.830226,0.6185018,0.1540586,0.3275703,1.048132,24.93558,24.46148,22.91642,22.00597,22.7291,1.097063,0.6206772,0.3075642,0.252007,0.9856965
2,241.478823960203,16.7650093989679,6,STAR,1,22.50523,20.35674,18.87679,17.5971,16.90126,0.2173688,0.02014709,0.01512776,0.01418552,0.01404554,18.44654,20.32464,18.88675,17.60108,16.89832,0.1008408,0.01916407,0.00973252,0.006982015,0.01006708,21.91598,20.36396,18.93417,17.67138,16.93248,0.230776,0.02519097,0.01148264,0.007164059,0.01262479
3,241.481698763025,16.7390460602115,3,GALAXY,0,23.18793,23.53111,22.50784,21.41988,20.49666,0.3781139,0.2112595,0.1159652,0.08135657,0.1429127,22.57071,22.94974,22.50751,21.31703,20.20576,0.4224742,0.2646794,0.1241763,0.1066838,0.1636221,23.19253,23.38662,22.68113,21.32701,20.45997,0.6295789,0.3429956,0.2618802,0.144073,0.2388197
4,241.48449754066,16.772694431406,3,GALAXY,0,22.92632,22.72754,22.60499,22.84753,21.71102,0.996323,0.1056639,0.129278,0.2765809,0.3851524,23.03801,22.32412,22.43624,22.96284,21.84894,0.4962705,0.1486716,0.1323753,0.5103003,0.74189,23.43154,22.60311,22.91413,23.49016,22.7429,0.8081282,0.1734401,0.3880056,0.9250439,1.167158
5,241.490739021893,16.7881035955779,6,STAR,1,20.14253,19.04017,18.51194,18.29868,18.24567,0.03933461,0.01265353,0.01443595,0.01530877,0.02452839,20.15484,19.01296,18.50486,18.29227,18.23111,0.04370487,0.01229879,0.01152143,0.009997478,0.03035281,20.2268,19.06278,18.56367,18.35855,18.29101,0.05559014,0.009771619,0.008788786,0.01199596,0.03868439
6,241.490973422605,16.7145671289054,3,GALAXY,0,23.27947,21.71023,21.22914,20.81758,20.48471,0.4066632,0.04743177,0.04158071,0.04929685,0.1411992,22.2378,21.13736,20.35382,19.83278,19.22818,0.4489417,0.05301027,0.03435324,0.05286039,0.136759,22.50764,21.15259,20.39463,19.89413,19.42413,0.7180285,0.08725653,0.067482,0.08061641,0.1988226
7,241.492010667675,16.721809520605,3,GALAXY,0,23.49466,25.40569,24.33222,22.63786,22.06218,0.4724368,0.441753,0.2786784,0.2276266,0.4776499,23.24511,25.43392,24.16299,22.42675,21.94866,2.115139,2.181207,2.314344,0.5963494,1.889782,23.50651,25.32542,24.32108,22.42382,22.20288,1.804741,1.768722,1.939246,0.8787116,2.116431
8,241.504840893469,16.8286834631335,6,STAR,1,19.5759,18.62023,18.25169,18.12229,18.06823,0.02937211,0.01170557,0.01409827,0.01498918,0.02222605,19.53509,18.59929,18.2522,18.12626,18.06133,0.02974276,0.007503523,0.007304704,0.008691149,0.02359907,19.55701,18.65161,18.30824,18.22891,18.11897,0.7481051,0.6003848,0.6026464,0.6101134,0.8723589
9,241.511374946792,16.7998670646335,6,STAR,1,19.337,17.02065,15.99242,15.66018,15.4452,0.02644125,0.01016784,0.01304508,0.01339208,0.01177228,19.26957,17.01462,16.00998,15.6488,15.44493,0.02408337,0.004400961,0.004435895,0.004400851,0.005391708,19.31239,17.06776,16.06602,15.71466,15.51036,0.02731698,0.003028243,0.001965521,0.002067729,0.004459464
