,ra,dec,type,type_name,type_label,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z
0,247.284197944158,15.9691040474123,3,GALAXY,0,24.64932,22.4669,20.92512,20.19798,19.66472,1.181886,0.1186068,0.04985882,0.04279244,0.09584593,25.17049,22.08177,20.28734,19.6479,19.12684,1.034127,0.1350355,0.04078371,0.03792337,0.08926125,26.69102,22.06854,20.44167,19.76105,19.01093,1.223622,0.2734641,0.1065714,0.08998144,0.1704756
1,247.313791102952,16.0021078441409,6,STAR,1,16.36183,15.00011,14.55691,14.38598,14.35504,0.02297467,0.00921495,0.01374578,0.01401637,0.01627993,16.36512,14.9976,14.54533,14.39788,14.35099,0.006393408,0.003183849,0.003125482,0.003174985,0.003826432,16.40688,15.0227,14.58114,14.44634,14.39831,0.005889281,0.001319678,0.001208821,0.001380063,0.002816694
2,247.31953642843,15.981911898218,6,STAR,1,23.04021,25.2494,24.18398,23.78922,20.58891,0.522024,0.5893822,0.58983,0.7322565,0.2122564,20.26949,25.35244,23.59765,22.58904,20.59923,0.3973955,0.5893821,0.8280475,0.8601017,0.302661,22.18615,26.79622,26.02339,23.71861,20.81059,0.9800594,0.831667,1.312679,2.14818,0.7327917
3,247.327591474184,16.0456188965987,6,STAR,1,24.2824,22.8345,21.39433,20.56616,20.19294,1.10398,0.1612933,0.07191973,0.06404752,0.1695649,24.3337,22.83748,21.37131,20.58274,20.19926,3.224616,0.3634361,0.1253733,0.07034999,0.2119635,24.37268,22.992,21.57173,20.80753,20.66485,2.162748,0.3674427,0.1633343,0.1472915,0.4902828
4,247.333811068535,15.9983443587271,6,STAR,1,24.18485,23.37103,23.19838,23.27514,22.90328,1.072546,0.2391663,0.3154157,0.5759165,0.8956611,24.25732,23.44857,23.23012,22.76689,22.95375,3.123404,0.397757,0.7081003,0.9759149,2.035788,24.45831,23.9861,23.64211,23.53154,22.95727,1.467933,0.5204231,0.6130254,0.8984913,1.164575
5,247.3344030162,16.0082626990298,6,STAR,1,24.96136,20.93959,19.47655,18.66006,18.2077,1.104826,0.0319524,0.01939626,0.01810084,0.03162344,25.05769,20.94375,19.48219,18.67395,18.21337,1.095639,0.03611799,0.01894808,0.0130821,0.03640721,24.33307,20.98424,19.5011,18.72931,18.27696,2.304966,0.0604983,0.02509408,0.02200113,0.05509145
6,247.351470277684,16.0069882564917,3,GALAXY,0,22.82582,23.37571,22.63709,22.33937,22.01837,0.432783,0.2365235,0.1901089,0.2655103,0.6536369,22.77256,23.41466,22.3562,21.95636,21.67229,0.4972698,0.2983824,0.2427046,0.3348743,0.9199386,24.52488,24.89689,23.05676,21.88819,23.97006,2.672471,1.454375,0.6878117,0.4197007,1.224387
7,247.354936062849,16.0005296899667,3,GALAXY,0,25.39939,24.34693,21.70931,21.24917,21.52566,0.9082156,0.4770097,0.08422543,0.104297,0.6122278,25.48566,24.37461,20.84341,20.637,21.59591,1.088002,0.8381283,0.07648481,0.09541204,1.030383,24.34766,25.20815,20.88958,20.85055,23.06115,5.496346,3.061564,0.2100392,0.3557021,5.118093
8,247.356114658712,16.0021849201713,3,GALAXY,0,23.20803,23.21926,22.17808,21.01748,20.01457,0.5891058,0.2076721,0.1174554,0.08567297,0.126693,17.73827,23.05005,21.6883,20.5789,19.10977,0.1896818,0.2513995,0.1648669,0.1019985,0.1416324,21.94186,24.13,21.84449,20.94393,19.3477,0.7053515,1.576735,0.3341788,0.3105479,0.2457842
9,247.358155717133,16.1217735495713,6,STAR,1,19.94409,18.3146,17.62132,17.34338,17.25393,0.04695347,0.01075315,0.0144108,0.01481122,0.02113047,19.95558,18.31722,17.62252,17.35323,17.25921,0.04553635,0.006738405,0.005844379,0.006133141,0.015225,20.06124,18.34476,17.66145,17.40594,17.30748,0.07737722,0.007312992,0.005932628,0.007334561,0.02381545
