,ra,dec,type,type_name,type_label,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z
0,242.500771362995,27.7314863973726,6,STAR,1,19.72753,18.8445,18.52728,18.39029,18.37188,0.03602861,0.01792752,0.01929002,0.02381838,0.02890882,19.758,18.82004,18.50829,18.38974,18.38544,0.03339703,0.008564583,0.008396904,0.009327593,0.02559054,19.82474,18.87019,18.5523,18.43461,18.43383,0.04359166,0.009207861,0.009546775,0.01177509,0.04433689
1,242.511923774276,27.7256956328105,3,GALAXY,0,23.80433,23.42466,22.41616,21.85746,21.63102,0.6485716,0.2082546,0.1209187,0.1052203,0.3167991,23.31222,23.15866,21.69836,20.74531,20.03312,0.8720255,0.2813881,0.1129276,0.09625116,0.2355944,24.87103,23.53737,22.1851,21.20208,20.05339,2.617613,0.7139069,0.3700252,0.2003808,0.3400486
2,242.513773569244,27.7741222043434,6,STAR,1,23.86498,22.5372,21.44829,20.7122,20.19997,0.648397,0.09975859,0.05555607,0.04514856,0.09872797,21.38619,22.46723,21.46772,20.697,20.14476,0.5766405,0.1195723,0.07019274,0.04373822,0.120074,23.0972,22.48438,21.55445,20.81099,20.37073,1.102951,0.2087366,0.1329138,0.1011171,0.2803579
3,242.521326316856,27.7550897409843,6,STAR,1,23.25808,23.88678,22.43559,22.21871,21.60821,0.4368427,0.2971874,0.1234282,0.1818783,0.3092792,22.88521,23.85742,22.40688,22.0148,21.18754,0.5244586,0.4661779,0.1333164,0.1500178,0.43048,24.00887,24.12667,23.50921,22.38424,21.85631,1.316035,0.7132268,0.7173277,0.3691586,0.8460183
4,242.537985018222,27.7900685078692,6,STAR,1,23.64432,22.6164,22.11631,22.21942,21.36733,0.5392786,0.1064216,0.09483269,0.141816,0.2566956,19.81863,22.52072,22.10304,22.30494,20.30851,0.319767,0.1173662,0.1041185,0.1603237,0.2880703,23.73783,22.53358,22.35622,22.86834,20.82086,0.9798257,0.2077425,0.2061172,0.4655152,0.3522769
5,242.538906710362,27.7398164305884,6,STAR,1,24.03622,25.53977,23.39469,21.80919,20.65501,0.7090387,0.4604776,0.2738528,0.1028315,0.1445872,23.99842,23.43389,23.41235,21.6859,20.5955,1.427363,5.452082,0.5395733,0.1168151,0.1836968,24.53641,25.06345,23.73762,21.94574,20.71743,1.468403,0.9415768,0.7799362,0.2428861,0.3414732
6,242.542325486681,27.8272764991886,6,STAR,1,23.63607,22.13575,20.71028,19.91883,19.51621,0.5568605,0.07201933,0.0341582,0.03083256,0.05761923,23.75569,22.09625,20.72047,19.89992,19.44856,0.8025134,0.07867075,0.04190027,0.02337378,0.07252525,23.56153,22.30089,20.80126,19.9732,19.55848,0.9133465,0.1491056,0.06207536,0.03915852,0.1084516
7,242.543090785696,27.8048239202393,6,STAR,1,24.01657,25.09634,23.44986,21.9629,20.94847,0.6830702,0.4971994,0.2846451,0.114562,0.183294,22.12718,25.15353,22.94007,21.93266,21.02778,0.5380749,0.5090172,0.4146442,0.1179323,0.2719018,22.9916,26.78193,23.33282,21.91023,21.3388,0.8702723,0.5496463,0.661774,0.2470206,0.8059356
8,242.54617617824,27.7080213564943,3,GALAXY,0,24.42639,24.39598,23.4226,22.56354,21.68463,0.8522797,0.4225213,0.2852632,0.2103364,0.3426455,24.27439,24.26941,23.33113,22.41265,21.58545,2.480048,0.9854086,0.9744533,0.5123134,1.049918,24.38953,24.44442,23.62409,22.75752,22.03166,1.240786,0.7123185,0.66022,0.5879979,0.8160174
9,242.552755541908,27.6933210570052,6,STAR,1,23.88692,24.71631,24.16041,22.5803,22.79738,1.119738,0.3460608,0.456488,0.2011045,0.5340956,22.14555,24.6471,24.25602,22.55608,19.02494,2.95129,1.434665,1.207449,0.5013619,4.526045,22.93141,25.3215,25.61351,22.49489,22.12625,1.243255,1.99202,1.825648,0.8487478,2.041376
10,242.563169128149,27.8011549096086,3,GALAXY,0,23.26588,22.79855,22.07999,21.81023,21.53521,0.4251934,0.1250196,0.09422114,0.1050036,0.2911822,22.76549,22.62119,21.8705,21.41081,21.37179,0.4694729,0.1602423,0.1050164,0.1288371,0.54049,23.37517,22.63438,21.86883,21.58859,21.32265,1.153835,0.2477365,0.2249621,0.2441644,0.7035362
11,242.563489645849,27.6821556871206,3,GALAXY,0,23.73792,23.16767,22.47298,22.06314,21.31953,0.6176635,0.1677774,0.1290342,0.1251653,0.253653,20.96717,22.8127,21.8941,21.21775,20.16346,0.3852161,0.2546627,0.1639365,0.124339,0.2452742,22.31521,23.2181,22.22206,21.58365,20.23727,0.77858,0.687364,0.4334279,0.3466634,0.5553941
12,242.570725838558,27.6887486814724,3,GALAXY,0,23.73287,23.59946,22.74413,22.20094,22.32799,0.6082002,0.238142,0.1623879,0.139967,0.4751265,21.14187,23.19103,22.3053,21.47953,20.33105,0.6846651,0.2705123,0.2054239,0.1699255,0.6007894,23.19905,24.02114,22.89129,21.53249,21.13506,1.27665,0.8985799,0.5408326,0.2294055,0.6905382
13,242.577838131997,27.7672429327831,6,STAR,1,24.25806,22.67531,21.85389,21.30564,20.72284,0.744636,0.1125863,0.07770397,0.06748967,0.1514488,20.99758,22.71419,21.88715,21.27925,20.58867,0.6024546,0.1401036,0.08306777,0.07263927,0.1667984,24.01359,22.94236,22.09912,21.58047,20.89159,1.149145,0.2276031,0.1641869,0.150306,0.3294618
14,242.584463296897,27.7557035335492,6,STAR,1,25.50994,23.18976,23.1151,22.76798,23.40673,0.5731372,0.172685,0.22284,0.2216231,0.4430297,22.72639,23.08916,21.07038,22.81216,19.67024,0.7821829,0.2026726,0.217242,0.2878288,0.7521762,23.12087,23.57625,22.64522,22.94215,21.72206,0.7078524,0.4472613,0.316622,0.5624117,0.744159
