,ID,Center_x,Center_y,Width,Height,Orientation,Area,Mean_Intensity,Min_Intensity,Max_Intensity,Magnitudo,Eccentricity,Weighted_centroid_x,Weighted_centroid_y,Variance_x,Variance_y,Covariance,Intensity_x,mean_x,sigma_x,RMS_x,Intensity_y,mean_y,sigma_y,RMS_y,type_name,type_SDSS,type_ID,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,psf-cM_Mag_u,psf-cM_Mag_g,psf-cM_Mag_r,psf-cM_Mag_i,psf-cM_Mag_z
415,416,1352.7930639974882,1294.4397798946457,16.744839158422113,9.688729184768432,0.4418430913002635,62.0,9.186029594771242,0.0,0.03227411764705882,17.592180399356764,0.42139013142474324,1352.8024194451373,1294.92058723968,13.834313398459926,1.703216582769528,0.7023632652126253,-0.16478622598996717,5.556857536757875,-1.4314872062212463,0.0005467061256685362,0.8166426169103448,5.664340635376513,6.746582103854406,0.005456468908892164,3.0,GALAXY,0.0,23.39487,22.25165,21.87991,21.90296,22.20011,0.5458274,0.1064448,0.09881542,0.1172688,0.4503646,22.66123,21.69225,20.96777,20.36825,19.84952,0.5469468,0.1088697,0.09468494,0.1006804,0.2936893,25.04635,21.90188,21.35703,20.51126,21.08666,2.652858,0.2004091,0.2039181,0.1223225,0.7925136,0.7336400000000012,0.5594000000000001,0.9121399999999973,1.5347100000000005,2.3505900000000004
408,409,1339.328769217438,565.8122173829314,11.075243590838296,15.91662558120671,0.03485925941558521,146.0,17.489094901960787,0.0,0.03412549019607844,16.893081664018457,0.30417138140667166,1339.555487009236,565.9474692848813,14.42594402609393,6.512954224599525,-0.9783267404418439,1.13991793176677,8.103339259632364,3.602107725587348,0.0058236109030579235,1.9788870418587472,10.988044816428076,6.629340145315338,0.002870521035352927,3.0,GALAXY,0.0,22.1811,21.20756,20.93933,20.92692,20.80773,0.2027324,0.04864242,0.04470531,0.05163263,0.1667103,20.54752,19.4621,19.1806,18.89674,18.79761,0.1512862,0.02815898,0.0292998,0.03123248,0.117224,21.31194,19.66132,19.27299,19.07004,19.2075,0.6789446,0.06547458,0.06963616,0.08237218,0.3578542,1.633580000000002,1.7454600000000013,1.7587300000000035,2.030179999999998,2.0101200000000006
1,2,8.026486949587852,581.6862145327013,6.809553953358606,7.0370394735295,-0.40049567778038936,40.0,18.066299259259257,0.0,0.035898039215686274,16.857827000429957,0.03232687851568872,8.011379495780213,581.7735998529689,2.6886221343144285,2.283252286608331,0.12457722402632498,-1.1025706744221417,5.224721099687941,-2.301915786785198,0.00017384675786036581,-0.7765937567823821,5.402198354027322,-2.497260876127913,0.009737017756970784,8.0,NOTATYPE,0.0,25.18552,26.04884,23.67875,25.34596,21.91458,0.7935728,0.5112011,0.4576251,0.7811323,0.3737057,25.3268,26.11558,22.99655,25.36374,20.05769,0.747775,0.5871428,0.6076043,0.4022177,0.7942084,24.94802,25.8397,23.29198,23.92273,20.77308,2.731014,1.554065,1.067409,1.939497,0.5756565,-0.1412799999999983,-0.06674000000000291,0.6822000000000017,-0.017779999999998353,1.85689
135,136,507.1515151515151,1147.060606060606,9.289796973702359,9.00173144308542,0.007975374778714872,66.0,22.395460392156863,0.0,0.04252705882352941,16.624600012918958,0.03100880798928074,507.14993280987176,1147.00837501196,4.095203687087633,4.017477821558714,-0.2577069182880223,1.2777392797231821,6.640568253193912,2.839967075501094,0.0009402066564330688,1.202170404352222,6.672505226222315,2.8806532683326362,0.0018210749442020956,3.0,GALAXY,0.0,22.60339,21.5755,20.87752,20.64464,20.3446,0.2877859,0.05835325,0.04396659,0.04265392,0.108852,21.14344,21.16988,20.17108,19.83761,18.56881,0.2614107,0.08151145,0.05136378,0.03588835,0.08857404,21.48128,21.16514,20.19447,19.84897,19.05855,0.4051188,0.1315746,0.08122201,0.08249995,0.1597271,1.4599500000000027,0.40562000000000253,0.7064400000000006,0.8070299999999975,1.7757900000000006
372,373,1215.3335943533693,187.03008206692914,15.720355156951577,13.885412091003747,0.2577752746440066,181.0,22.401403283775057,0.0,0.04230470588235294,16.624311938616465,0.11672402103055624,1215.369601384624,187.00180599388304,10.32226693467237,11.74096771186305,0.8435102868534159,1.9204708471519638,9.584322135090494,4.5835595704270995,0.0033110147652638555,-1.7469774435661092,9.825725143173072,-3.759865898135314,0.0035593592937252995,3.0,GALAXY,0.0,22.25776,20.89262,20.60543,20.31904,19.90468,0.224908,0.04111927,0.04557609,0.0467634,0.08269789,20.85415,19.69682,19.18207,18.81214,18.1941,0.1646039,0.02675861,0.02407796,0.02316588,0.08113089,21.10187,19.76697,19.29793,18.87796,18.47204,0.3743467,0.0516681,0.04121928,0.06538127,0.120633,1.4036100000000005,1.195800000000002,1.4233599999999988,1.5069000000000017,1.7105800000000002
102,103,362.1854237482526,786.859556840167,22.86706223442188,20.915349398886647,0.06094766521412044,397.0,31.358691707664885,0.0,0.048824313725490204,16.25910516120577,0.0853503968077417,362.1427172855653,786.5904994268711,18.8513320312195,22.155085820588283,-0.10202781204134226,4.965597043985549,12.83053916799986,5.279254851368271,0.01584470110841096,4.642420977374512,12.57346549972614,4.776727673248575,0.006569259279526172,3.0,GALAXY,0.0,21.24979,19.79006,19.37538,19.21563,19.07103,0.1020649,0.02059509,0.01686424,0.01742322,0.04149742,19.7498,18.46427,17.95686,17.63084,17.39076,0.06680561,0.0105943,0.009297195,0.009100026,0.02500232,19.9011,18.5253,18.01292,17.69991,17.46355,0.1525928,0.01921649,0.01492978,0.01930793,0.05839322,1.4999900000000004,1.3257900000000014,1.418520000000001,1.5847900000000017,1.6802700000000002
63,64,230.875,1176.734375,9.400095444126618,8.63187693328108,0.018797441467192078,64.0,16.32890039215686,0.0,0.028054901960784313,16.96760765048192,0.08172454369338755,230.8725411913468,1176.6693486238096,4.442833001477993,3.8247096673585474,-0.23258392798015848,0.8914232081809148,6.681261015080714,4.297091432253527,0.0016320735123903614,1.0548303866326685,6.765769887801317,4.078055890202151,0.004596409175609876,3.0,GALAXY,0.0,22.62814,21.79911,21.33309,21.21089,21.18593,0.32898,0.09136888,0.1017831,0.2111517,0.2597074,22.33717,20.71558,20.24434,20.13334,19.50838,0.5498394,0.07558312,0.09980093,0.06882447,0.2815315,21.80651,20.8446,20.25717,20.24073,19.68335,0.7715009,0.1403797,0.1907785,0.5048243,0.4191886,0.29096999999999795,1.0835299999999997,1.0887499999999974,1.0775499999999987,1.67755
392,393,1267.2439024390244,1346.0,7.231367984470799,7.16525425443065,-0.0,41.0,15.56493385620915,0.0,0.04313803921568628,17.019631801322024,0.009142631129010037,1267.392817869195,1345.981382599271,2.135455119656399,2.206217587692663,0.004970753798261285,-0.6245714344580643,5.501786478843807,-1.8352910111093392,0.0004417647800106751,-0.7342826904595027,5.834112587796344,-1.9134502290644526,0.001163802914828664,3.0,GALAXY,0.0,22.86957,22.04579,21.41162,21.24363,21.43557,0.3627367,0.09121601,0.06641466,0.06684011,0.2738411,22.55508,21.9358,21.28921,20.98855,19.87119,0.4146831,0.1261837,0.07625576,0.07088476,0.3257563,22.54671,22.13824,21.40809,20.98011,20.41439,0.6545408,0.1982677,0.1762027,0.1522931,0.3398553,0.31448999999999927,0.10998999999999981,0.12240999999999858,0.25507999999999953,1.5643799999999999
219,220,767.5809856369742,1308.3353335914824,15.587792240466037,18.43110724546148,0.6859879259953698,238.0,27.52897797679626,0.0,0.046999215686274506,16.400524779115372,0.15426718357876135,767.6049751802931,1308.3565579059111,13.321688324096613,11.643925715005025,-1.6796029320685193,3.5692680555047103,10.943721445554845,4.06784979899084,0.010553374743064293,3.5317163512449263,11.355538713339994,3.929264544554879,0.007427261283671081,3.0,GALAXY,0.0,22.05426,20.91908,19.66347,19.29509,18.94075,0.1828856,0.03751551,0.01928539,0.01784761,0.03813071,21.83316,19.83796,18.50294,17.85979,17.49525,0.189687,0.02781253,0.01321282,0.01110321,0.02767416,22.0953,19.88129,18.47276,17.86507,17.53218,2.157814,0.1222202,0.03393003,0.04178338,0.1173365,0.22109999999999985,1.081120000000002,1.1605300000000014,1.435299999999998,1.4455000000000027
400,401,1301.3214285714287,1134.0,12.51529676281088,11.37666785260831,-0.027415567780803774,112.0,12.45153152228164,0.0,0.04116588235294118,17.261943069057363,0.0909789781082937,1301.39359392892,1134.2141129245267,5.800377393141389,4.677738595986739,0.21943568997085094,0.8494922391081635,7.704609644515837,2.4816475564784803,0.0019332206198918076,1.1263283093715621,7.991234707052613,2.8132983813452355,0.0028625716462624367,3.0,GALAXY,0.0,23.12185,22.07629,21.11705,20.86674,20.54211,0.4417825,0.09335281,0.05186413,0.04926555,0.1323919,21.22657,21.61828,20.60862,19.70619,19.18249,0.6828976,0.0901893,0.06951825,0.04675169,0.1208165,22.38472,21.88051,20.66554,19.94613,19.45995,0.7070624,0.2002789,0.1020732,0.07912464,0.1856582,1.8952799999999996,0.4580100000000016,0.5084300000000006,1.1605500000000006,1.3596199999999996
